"prop_id","prop_country_id","prop_starrating","prop_review_score","prop_brand_bool","count_clicks","avg_bookings_usd","stdev_bookings_usd","count_bookings"
"'61570'","'99'",5,"4.5",0,10,1268.554,789.218517942908,5
"'140503'","'219'",2,"3.5",1,15,258.668,91.9858335614784,5
"'102413'","'219'",3,"3.5",1,55,208.577826086956,126.865087891464,46
"'36507'","'100'",4,"4.5",1,13,937.438333333333,527.28404791019,6
"'43966'","'219'",3,"4.0",1,35,789.017894736842,683.290652231645,19
"'80739'","'55'",4,"4.0",1,14,304.223333333333,150.610105312433,6
"'442'","'219'",4,"4.5",1,35,747.746333333333,659.813641828678,30
"'10900'","'219'",2,"3.0",1,11,154.263333333333,87.9016489543222,6
"'5223'","'31'",4,"4.5",1,18,654.296923076923,376.567792310916,13
"'40687'","'219'",3,"4.5",1,1,271.5,0,1
"'50432'","'220'",5,"4.5",1,24,645.902666666667,515.330660637313,15
"'87352'","'219'",4,"4.0",1,9,486.751666666667,364.040842828414,6
"'2787'","'219'",4,"4.5",1,12,130.108,74.9933878151934,5
"'135667'","'219'",3,"3.5",0,7,668.28,171.240983996239,4
"'98377'","'158'",5,"4.5",0,9,227.447142857143,63.935594314968,7
"'34339'","'219'",5,"5.0",1,8,414.006,96.0116431689405,5
"'89577'","'55'",4,"4.0",0,20,802.997,396.026916359229,10
"'69688'","'100'",4,"4.5",0,31,518.9884,391.622811753146,25
"'1697'","'219'",3,"4.5",1,12,226.16375,87.7615206023546,8
"'83313'","'219'",4,"4.0",1,28,231.82,112.961169434457,13
"'7898'","'219'",3,"4.0",1,25,272.879444444445,183.543763309167,18
"'41764'","'219'",4,"4.0",1,18,193.918823529412,127.449347257108,17
"'25036'","'219'",3,"4.5",1,5,219.226666666667,75.7134252002612,3
"'134417'","'219'",4,"4.0",0,28,407.997894736842,289.842524314206,19
"'46486'","'219'",4,"4.5",1,15,248.76,117.294206449708,12
"'61232'","'219'",3,"4.0",1,8,110.625714285714,35.0207945806662,7
"'73049'","'59'",3,"4.0",0,18,165.471428571429,107.131621972836,14
"'54906'","'219'",4,"4.0",0,16,351.761,178.957635402908,10
"'129887'","'219'",3,"2.5",1,6,252.37,148.552427613957,4
"'79339'","'219'",4,"4.0",1,36,520.673157894737,354.279264631621,19
"'135234'","'31'",3,"3.5",0,19,161.53,102.517643416949,17
"'114442'","'219'",3,"4.5",0,6,273.255,81.3249999999999,2
"'11521'","'219'",3,"4.0",0,5,518.26,0,1
"'89839'","'219'",3,"4.5",1,9,206.69,98.76,2
"'109545'","'219'",2,"3.5",1,28,122.103181818182,103.961846033942,22
"'99806'","'100'",4,"4.5",1,23,673.865555555555,909.017255930957,9
"'108795'","'219'",3,"3.0",1,11,229.247142857143,150.766768478836,7
"'57995'","'219'",4,"4.5",0,13,1061.735,309.68381217784,4
"'113930'","'219'",3,"4.0",1,4,190.635,17.4349999999999,2
"'99844'","'219'",2,"4.0",1,18,292.014545454545,226.509833074281,11
"'81830'","'39'",4,"4.0",0,34,487.737,361.23965781874,20
"'103313'","'219'",2,"4.0",1,14,232.995555555556,138.915702265088,9
"'106421'","'219'",3,"4.0",0,67,802.99294117647,698.124486625877,34
"'10438'","'205'",5,"4.5",0,23,1063.00533333333,1274.53339035568,15
"'105307'","'219'",4,"4.5",1,26,959.274,935.848637624696,10
"'868'","'219'",4,"4.5",1,25,294.145,235.583779229622,18
"'27854'","'219'",3,"4.0",1,8,896.32,665.291582390759,3
"'67144'","'219'",4,"4.0",1,48,398.268823529412,378.333340391191,34
"'119302'","'219'",3,"3.5",1,6,421.051666666667,289.851055913013,6
"'65910'","'219'",2,"2.5",1,3,78.05,0,1
"'32537'","'215'",3,"4.0",0,9,321.966666666667,197.4973838364,6
"'34170'","'100'",3,"4.5",1,1,129.54,0,1
"'21243'","'219'",3,"4.0",1,52,271.90972972973,175.685295597315,37
"'125454'","'219'",4,"4.5",0,5,417.38,0,1
"'130160'","'219'",3,"3.5",0,17,206.796666666667,78.4959915466318,12
"'16285'","'219'",3,"3.0",0,25,116.885,45.9547606347808,10
"'47054'","'219'",3,"4.0",1,20,233.337647058824,85.6803293046764,17
"'99840'","'219'",2,"4.5",1,3,294.9,0,1
"'93078'","'219'",3,"4.5",1,28,351.625,417.957695333674,22
"'39526'","'219'",4,"4.5",0,26,468.913529411765,357.99379143386,17
"'7360'","'219'",3,"4.0",1,28,569.223076923077,401.362750473254,13
"'78714'","'219'",3,"3.5",1,1,0,0,0
"'17537'","'219'",4,"4.5",1,12,147.639,62.7903103113848,10
"'44476'","'219'",3,"4.0",0,28,699.893684210526,583.305502479849,19
"'27521'","'219'",5,"4.5",0,6,763.1475,181.285723289921,4
"'120356'","'100'",3,"3.5",0,52,334.34675,274.639967615672,40
"'99801'","'219'",3,"4.0",1,8,600,590.11297127471,3
"'120134'","'100'",3,"4.0",1,19,373.423636363636,411.025349390184,11
"'80688'","'32'",4,"4.5",0,22,410.422631578947,239.327772836689,19
"'32112'","'219'",5,"4.5",1,105,1035.81142857143,856.959208057829,70
"'121275'","'100'",4,"4.0",0,34,229.041304347826,92.5283862110458,23
"'16836'","'219'",2,"3.5",0,11,149.69,45.8992035411758,7
"'7065'","'100'",3,"3.5",1,9,212.878,100.221508549812,5
"'131046'","'219'",2,"4.0",0,19,632.38,377.636222132712,12
"'79033'","'39'",4,"4.0",1,49,713.961666666667,850.059441772881,18
"'44484'","'219'",2,"3.0",1,9,139.274,45.9629644822872,5
"'54662'","'55'",2,"2.5",0,12,92.4966666666667,36.5751977286369,3
"'6642'","'219'",3,"4.0",0,45,352.401724137931,229.687374235577,29
"'137646'","'100'",5,"4.5",1,4,2418.28,0,1
"'22940'","'219'",3,"3.5",1,15,200.576363636364,86.0615353076165,11
"'69099'","'219'",4,"4.0",1,6,411.795,400.829873231774,4
"'105305'","'219'",2,"4.0",0,23,277.948823529412,266.21683201044,17
"'54603'","'219'",3,"4.0",1,14,169.075454545455,79.6720147472392,11
"'100379'","'219'",2,"4.0",1,5,95.9575,23.2767506054861,4
"'77283'","'219'",3,"4.5",1,45,153.6146875,72.9870540311934,32
"'76778'","'219'",2,"2.5",1,3,120.35,2.83000000000045,2
"'58117'","'219'",3,"4.5",1,7,395.23,167.857935409679,5
"'11473'","'55'",4,"4.0",1,81,266.778301886792,236.64051173717,53
"'134823'","'219'",3,"4.5",1,22,360.474444444444,213.236201278776,9
"'77294'","'219'",3,"4.5",0,10,122.1725,34.23115348261,4
"'39906'","'219'",3,"4.5",1,12,263.812857142857,197.824712215803,7
"'88899'","'100'",3,"4.5",0,12,390.722222222222,232.393800155291,9
"'41441'","'219'",2,"3.0",1,8,107.545,48.2096414112364,4
"'46069'","'215'",4,"4.0",1,4,584.31,291.79,2
"'53575'","'219'",4,"4.0",1,19,289.194,76.5306024019152,10
"'37256'","'219'",3,"4.0",1,10,160.205714285714,71.2408179260704,7
"'114177'","'100'",4,"4.5",1,65,410.452272727273,247.80962720553,44
"'119912'","'219'",2,"3.5",1,4,112.66,46.9277664785643,3
"'33075'","'100'",2,"3.0",1,5,173.97,68.17,2
"'3370'","'219'",3,"4.5",1,10,278.07,104.837841927426,6
"'49742'","'132'",4,"4.5",1,9,573.6375,452.118988175403,4
"'106222'","'219'",3,"3.5",0,7,404.78,113.22,2
"'132176'","'219'",2,"3.5",1,5,235.265,80.6675106532983,4
"'16787'","'219'",3,"4.5",1,14,209.541,90.4182655717306,10
"'126593'","'219'",2,"3.5",1,5,229.266666666667,110.114274077231,3
"'69073'","'219'",3,"4.0",1,12,277.303,149.987547953155,10
"'59607'","'100'",3,"4.0",0,24,403.931578947368,711.972336506229,19
"'85580'","'48'",4,"3.5",0,10,1484.53,309.149999999999,2
"'41459'","'219'",3,"4.5",1,9,286.704,183.392231089542,5
"'113499'","'100'",2,"3.5",0,9,244.72,191.424182554521,6
"'62200'","'219'",3,"4.5",1,6,517.153333333333,220.174882208565,3
"'88004'","'219'",2,"3.0",1,1,52.26,0,1
"'23560'","'219'",2,"3.0",0,8,134.28,20.5800000000001,2
"'120551'","'55'",3,"3.5",0,2,114.9,0,1
"'21388'","'219'",3,"4.0",1,17,297.47375,197.369330060264,8
"'86263'","'219'",2,"4.0",1,5,166.69,79.3624901323037,5
"'107872'","'219'",2,"3.5",1,24,111.618888888889,115.293088734219,18
"'132213'","'219'",4,"4.0",1,10,248.29,199.53578433096,7
"'18410'","'219'",3,"4.5",1,32,443.067058823529,287.433352515689,17
"'126202'","'219'",3,"4.0",1,12,187.175,94.5955600173708,8
"'62152'","'220'",5,"4.5",1,37,878.874074074074,758.493338559382,27
"'28983'","'220'",5,"5.0",1,7,7880.35,3307.20661474302,3
"'96751'","'219'",3,"4.0",1,6,624.5525,254.512584696219,4
"'42279'","'219'",2,"3.0",1,5,153.636,96.2376420326267,5
"'4080'","'219'",4,"4.5",1,20,456.625625,292.22440706948,16
"'77594'","'55'",4,"4.5",0,9,594.356,220.59914801286,5
"'89765'","'219'",3,"4.5",1,20,245.467058823529,193.956738650195,17
"'126675'","'129'",4,"4.5",0,2,328.715,59.5149999999999,2
"'32883'","'219'",3,"4.0",0,26,228.419047619048,210.530393324524,21
"'107721'","'219'",4,"4.5",1,26,1100.5075,686.760186687282,12
"'44879'","'219'",4,"4.5",1,20,1452.29,1140.56289122228,6
"'100226'","'219'",3,"3.5",0,11,351.08,173.36001518997,3
"'53986'","'219'",2,"4.0",1,6,314.52,93.5099999999999,2
"'119639'","'219'",3,"4.0",1,5,178.225,121.545,2
"'77552'","'31'",5,"4.0",1,16,790.306,739.16191083145,10
"'88616'","'219'",4,"4.0",1,23,512.185555555556,350.446112139342,9
"'30210'","'219'",3,"4.5",1,6,111.37,11.6996089678245,4
"'23967'","'219'",4,"4.0",1,16,277.198333333333,127.175147980605,12
"'92038'","'219'",3,"4.5",1,25,280.887222222222,199.339226802664,18
"'45419'","'219'",2,"3.5",1,14,131.691,29.2481402656648,10
"'13044'","'219'",5,"4.5",1,14,1142.81375,880.817279248902,8
"'33624'","'48'",5,"4.5",1,39,618.426315789474,447.811474503448,19
"'111508'","'219'",3,"4.5",0,24,335.43,119.912125510494,9
"'1085'","'219'",4,"4.5",0,47,327.729459459459,214.370777934261,37
"'73877'","'100'",3,"4.0",0,12,268.370909090909,181.062870720971,11
"'103062'","'219'",5,"5.0",1,7,1102.9075,534.906960759298,4
"'105745'","'100'",3,"4.5",1,71,340.920204081633,204.339200715227,49
"'16127'","'55'",4,"4.0",1,15,327.8,256.130100372187,12
"'42356'","'219'",2,"1.5",1,12,149.5375,120.949376677807,4
"'2769'","'219'",4,"4.5",1,17,285.925454545455,139.452872806136,11
"'48153'","'219'",2,"3.5",1,94,135.463125,85.4699134285531,80
"'46288'","'100'",2,"3.5",0,0,0,0,0
"'4696'","'219'",2,"4.5",1,2,327.32,0,1
"'113843'","'219'",3,"4.5",1,15,302.7725,127.023225705971,8
"'72684'","'219'",5,"5.0",1,29,1141.32,698.802785828987,17
"'37198'","'219'",3,"4.5",1,7,181.225,25.095,2
"'106017'","'219'",3,"0.0",0,18,387.547777777778,185.225539322427,9
"'26554'","'219'",0,"3.0",0,0,0,0,0
"'36454'","'219'",3,"4.0",1,14,573.4575,350.612521515918,8
"'82897'","'219'",3,"4.5",0,42,454.0375,295.002860187406,28
"'70273'","'219'",4,"4.5",1,61,197.734893617021,136.899344587156,47
"'39993'","'219'",4,"4.0",1,54,907.488,911.68317116529,20
"'71178'","'219'",2,"2.5",1,6,721.77,504.724152450293,3
"'46081'","'219'",4,"4.5",1,4,487.4975,193.525377970823,4
"'94077'","'219'",3,"4.5",0,20,182.323333333333,133.603112621758,15
"'68054'","'99'",4,"4.0",1,25,1304.052,1294.62424527583,10
"'34455'","'219'",3,"4.5",0,3,573.78,28.2299999999992,2
"'80933'","'219'",3,"4.5",1,9,616.832,314.870518556438,5
"'57757'","'219'",3,"4.0",1,5,559.46,395.121581794769,4
"'2720'","'219'",3,"4.5",1,19,254.902,76.9401556795928,10
"'21721'","'219'",4,"4.0",1,50,492.950833333333,411.921510217494,36
"'91647'","'219'",3,"4.0",1,4,308.21,0,1
"'46806'","'219'",3,"3.5",0,83,199.560985915493,96.0732129886242,71
"'38631'","'219'",2,"4.0",1,2,129.925,24.195,2
"'72292'","'55'",4,"3.5",1,46,112.564,32.3853107089355,35
"'97561'","'215'",4,"4.0",1,8,418.788571428571,221.515951017307,7
"'96686'","'219'",4,"4.5",1,36,317.918823529412,165.777686495476,17
"'24090'","'99'",4,"3.0",1,22,714.882941176471,859.794594887193,17
"'88854'","'100'",4,"4.0",1,90,270.207012987013,242.94943179715,77
"'130158'","'219'",3,"4.5",1,4,162.185,53.395,2
"'39573'","'100'",3,"4.5",1,34,207.327931034483,232.340429147424,29
"'78541'","'100'",4,"4.5",1,40,247.716129032258,182.642170335921,31
"'59973'","'100'",3,"4.0",1,3,259.235,170.115,2
"'19997'","'219'",2,"4.0",1,12,255.173333333333,368.208287823919,12
"'81498'","'219'",3,"3.5",1,29,246.905263157895,219.020435080441,19
"'70483'","'55'",3,"3.5",0,9,600.33,0,1
"'124234'","'219'",5,"4.5",1,3,0,0,0
"'48303'","'219'",4,"4.5",1,6,187.05,85.23,2
"'119004'","'219'",5,"4.5",0,9,268.39,96.5165103566668,7
"'120827'","'219'",3,"3.5",0,22,309.448888888889,202.957630085386,9
"'133878'","'100'",3,"4.5",0,11,516.87625,284.609083127081,8
"'136946'","'219'",3,"4.0",1,15,581.715,1030.64339642769,8
"'68911'","'219'",3,"3.5",0,7,284.11,225.416721562532,5
"'110228'","'219'",2,"4.0",1,6,92.8933333333333,66.2876634240658,6
"'17068'","'219'",2,"4.5",0,8,170.72,71.1349421873667,3
"'88678'","'219'",2,"4.0",1,11,149.285555555556,121.883819280777,9
"'12238'","'219'",2,"3.0",1,16,142.967777777778,69.3442596803606,9
"'48186'","'99'",4,"4.0",1,22,509.54375,475.998030259514,16
"'78303'","'55'",5,"0.0",0,1,0,0,0
"'76377'","'158'",5,"4.5",0,11,941,876.026412244517,4
"'72968'","'219'",2,"3.0",1,7,82.8985714285714,29.0184125924861,7
"'47427'","'219'",2,"3.0",1,21,218.084375,101.361563349276,16
"'64569'","'219'",5,"4.5",1,14,3944.65666666667,2741.64282096621,3
"'4558'","'92'",3,"4.0",0,13,180.527692307692,100.345631552139,13
"'132392'","'219'",2,"3.5",1,3,184.625,2.40500000000017,2
"'41409'","'219'",4,"4.5",0,6,194.262,62.3795679369455,5
"'98851'","'219'",4,"4.5",1,14,876.6675,669.897998480925,8
"'45650'","'219'",2,"3.5",1,6,101.522,31.0241856621572,5
"'133504'","'219'",3,"5.0",1,12,225.057142857143,55.6984120610492,7
"'97704'","'219'",3,"4.5",1,35,505.065,251.97747604366,24
"'15633'","'219'",2,"4.5",1,2,526.26,0,1
"'42967'","'219'",3,"4.0",1,113,191.78976744186,203.073806103907,86
"'124624'","'219'",2,"4.0",1,5,75.91,0,1
"'5420'","'219'",4,"4.0",1,17,203.965833333333,117.112212461549,12
"'116232'","'219'",3,"4.5",1,16,327.059,189.402524822136,10
"'135487'","'219'",3,"4.0",1,31,502.78625,242.798220645122,16
"'80638'","'100'",3,"5.0",1,4,458.663333333333,194.308433567757,3
"'118314'","'219'",2,"3.5",0,13,631.57625,468.821626046023,8
"'119987'","'219'",2,"3.0",1,21,148.5,113.220419536407,14
"'31773'","'219'",2,"2.0",0,4,153.525,87.1914174388742,4
"'63837'","'219'",3,"4.0",1,5,283.986666666667,193.27470680068,3
"'138575'","'219'",2,"3.5",0,14,334.56,314.539636484816,5
"'8586'","'219'",3,"3.5",0,31,249.246666666667,128.244519657653,6
"'114919'","'219'",4,"4.5",1,27,424.511578947368,277.667588982206,19
"'121844'","'219'",3,"4.0",1,9,421.513333333333,309.428695609613,9
"'130268'","'99'",4,"5.0",0,10,1649.56571428571,712.059285149311,7
"'19338'","'99'",4,"3.5",1,17,917.961,1792.05804239958,10
"'32834'","'219'",2,"2.0",1,5,224.993333333333,177.065903801068,3
"'134323'","'219'",2,"3.0",1,9,212.6475,62.246686407792,4
"'28037'","'100'",3,"4.0",1,14,209.512,112.889268382783,10
"'129440'","'219'",4,"4.5",1,44,625.845862068966,328.378000045545,29
"'62933'","'219'",2,"3.5",1,3,120.033333333333,10.6443140794613,3
"'9752'","'100'",3,"4.0",0,21,223.10125,262.370851369655,16
"'32700'","'219'",4,"4.5",1,39,606.696842105263,461.382003105916,19
"'137119'","'219'",2,"2.5",0,6,68.84,24.3527575440647,3
"'86327'","'219'",3,"3.0",0,11,780.21,0,1
"'75140'","'219'",3,"4.5",1,15,257.524285714286,207.566440231084,7
"'56655'","'219'",2,"3.0",1,1,73.77,0,1
"'97548'","'215'",3,"4.0",1,12,464.50625,274.685942984779,8
"'139299'","'219'",3,"4.5",1,15,136.659,70.4067348270036,10
"'36466'","'219'",4,"5.0",0,9,464.345,343.343515872467,6
"'32234'","'219'",3,"4.0",0,12,648.052857142857,249.879419189924,7
"'34584'","'219'",2,"3.0",1,8,150.8,61.5307684550313,3
"'111028'","'219'",4,"4.0",1,22,382.963846153846,318.431957821652,13
"'13736'","'223'",5,"4.5",1,6,1261.31,0,1
"'38480'","'219'",3,"4.0",1,2,1044.24,0,1
"'111211'","'219'",2,"4.5",1,3,222.78,11.5200000000002,2
"'74165'","'219'",2,"3.5",1,25,155.456153846154,43.0647793872051,13
"'100703'","'219'",5,"5.0",0,6,566.268,158.555518781277,5
"'106402'","'219'",3,"5.0",1,11,194.515,94.4075306847923,8
"'111128'","'219'",2,"3.0",1,12,118.27125,59.3833460318421,8
"'118876'","'219'",3,"3.5",1,4,118.13,0,1
"'60170'","'219'",4,"4.5",1,4,282.9075,70.8428328679055,4
"'86257'","'109'",4,"4.5",0,9,302.423333333333,62.1340686651769,6
"'43720'","'219'",2,"4.0",1,6,266.363333333333,257.020916442396,3
"'5002'","'219'",5,"4.5",1,50,952.363157894737,775.274390906401,38
"'50977'","'219'",2,"3.0",1,2,94.435,16.755,2
"'73342'","'219'",2,"3.5",0,4,107.765,35.4171995646183,4
"'56259'","'219'",2,"4.0",1,1,167.56,0,1
"'79395'","'219'",3,"3.0",0,18,521.781666666667,342.436693829028,12
"'85842'","'219'",3,"4.0",1,12,146.975,18.8526927784867,4
"'62628'","'100'",2,"3.0",1,0,0,0,0
"'37097'","'219'",2,"3.5",1,10,219.144285714286,112.488222222487,7
"'78330'","'219'",3,"5.0",1,4,389.323333333333,255.320217287146,3
"'85360'","'56'",4,"4.5",1,5,502.29,65.3250125653776,3
"'8282'","'219'",3,"4.5",1,12,256.197142857143,183.460695729497,7
"'17626'","'219'",3,"3.5",1,42,171.807096774193,101.417318594637,31
"'69202'","'219'",3,"4.5",1,13,374.60625,222.544394668654,8
"'97522'","'219'",3,"3.0",1,6,81.138,8.39384870008986,5
"'128943'","'100'",3,"3.5",1,12,100.665555555556,38.4283926026668,9
"'30867'","'219'",4,"4.0",1,48,305.406206896552,264.30839990062,29
"'64817'","'219'",3,"4.5",1,8,213.847142857143,82.4164393646742,7
"'74580'","'219'",2,"3.0",1,6,96.935,39.585,2
"'16745'","'219'",5,"4.5",1,34,720.897857142857,537.285840341175,14
"'7858'","'219'",4,"4.5",1,11,305.7825,213.550949351086,4
"'94144'","'219'",3,"4.5",0,18,440.657,141.268966659348,10
"'28018'","'219'",4,"4.5",0,6,700.44,0,1
"'76384'","'219'",3,"4.5",1,3,363.795,3.91500000000197,2
"'52262'","'99'",2,"3.0",1,17,70.143,56.3021889538941,10
"'66063'","'219'",2,"4.0",1,9,192.202857142857,64.8996624940125,7
"'25416'","'219'",4,"4.5",1,54,1141.70225806452,1456.97750976224,31
"'2902'","'100'",3,"3.5",0,11,367.695,199.649856060554,4
"'9073'","'181'",5,"4.5",1,15,715.705714285714,607.656131549912,14
"'52558'","'219'",3,"4.0",1,6,126.31,0,1
"'139723'","'55'",4,"4.5",1,20,244.853,51.5569613243449,10
"'30782'","'219'",3,"3.5",1,46,412.34625,254.474961756432,16
"'17256'","'59'",4,"3.5",1,9,223.678333333333,138.396837200935,6
"'45508'","'219'",3,"4.0",1,3,202.8,58.5271498252449,3
"'136051'","'219'",4,"4.0",1,26,222.319047619048,128.172478061502,21
"'140533'","'219'",3,"4.5",1,33,323.749545454545,193.779428650141,22
"'32021'","'59'",3,"4.0",0,2,48.74,0,1
"'101859'","'31'",3,"4.5",0,2,722.19,136.05,2
"'18859'","'219'",4,"4.0",0,32,1218.154,862.573417990607,10
"'15030'","'205'",4,"4.5",0,18,697.793846153846,398.414933890216,13
"'117026'","'219'",2,"4.0",1,7,198.49,143.91927806934,3
"'119306'","'100'",4,"4.0",1,6,193.28,53.9314494520589,5
"'117493'","'219'",3,"4.5",1,7,216.604,31.6216265236311,5
"'58568'","'219'",3,"4.5",1,21,274.962857142857,144.843707217152,14
"'10203'","'219'",3,"4.0",1,5,120.3375,64.54807176632,4
"'93656'","'219'",3,"4.5",1,22,287.670769230769,197.406497689862,13
"'299'","'219'",2,"4.0",1,18,196.389090909091,174.017151581757,11
"'84171'","'219'",3,"4.0",1,21,383.29,190.048548304111,16
"'49513'","'219'",3,"3.5",0,7,410.595,105.515,2
"'6656'","'219'",3,"5.0",0,3,790.725,182.475,2
"'129046'","'219'",3,"4.0",0,8,401.098,289.73176590771,5
"'21032'","'219'",2,"0.0",1,0,0,0,0
"'112915'","'99'",4,"4.0",1,10,183.895,49.2167453718753,4
"'62596'","'219'",3,"4.0",0,46,660.652105263158,440.716531745137,38
"'86964'","'219'",3,"4.0",1,12,284.9,227.881615004684,7
"'73707'","'100'",3,"4.5",1,4,161.92,0,1
"'103916'","'219'",2,"3.5",1,4,110.99,113.687723391754,4
"'372'","'100'",4,"5.0",0,26,390.385294117647,272.098555828099,17
"'100913'","'219'",4,"4.0",1,10,325.786666666667,83.219696119502,6
"'82620'","'219'",4,"4.0",1,23,845.038571428571,576.014471480623,7
"'85663'","'219'",3,"5.0",1,9,332.861666666667,230.243352304807,6
"'30338'","'219'",3,"4.0",0,54,510.5515,309.709034002481,20
"'103190'","'99'",4,"4.0",0,14,815.41,389.794728722696,10
"'135305'","'215'",4,"4.0",0,18,102.801428571429,44.4155074040496,14
"'93055'","'55'",3,"3.5",0,27,366.406315789474,499.199257118317,19
"'79896'","'73'",4,"3.5",1,8,580.424,238.032726203772,5
"'289'","'219'",2,"3.5",1,3,304.775,70.7250000000001,2
"'9215'","'219'",3,"2.5",1,5,83.83,0,1
"'140116'","'100'",4,"4.0",0,6,238.7325,167.311670898207,4
"'6832'","'100'",3,"4.5",1,16,155.808,59.1864457118351,10
"'21133'","'219'",2,"3.5",1,8,129.31,36.3733611314654,6
"'67625'","'100'",2,"4.0",1,6,386.795,162.365461921555,4
"'12415'","'219'",3,"4.0",1,5,222.68,193.382940509239,5
"'13387'","'132'",4,"4.0",1,10,808.604,829.757097290526,5
"'95236'","'219'",3,"5.0",1,13,183.8,53.1311139226976,9
"'90086'","'219'",2,"3.0",1,2,201.56,0,1
"'8408'","'219'",4,"4.5",1,38,834.041538461538,649.775892192497,26
"'10294'","'219'",2,"3.5",1,2,169.32,0,1
"'117926'","'219'",3,"4.5",1,14,253.898888888889,169.026471920456,9
"'55219'","'31'",5,"4.5",1,16,746.955454545455,511.081761140278,11
"'73416'","'31'",4,"4.5",0,7,1225.108,1244.40141644728,5
"'37043'","'219'",4,"4.0",1,14,198.1525,176.92878031028,12
"'101405'","'219'",3,"4.0",1,11,940.421428571429,1860.13641553077,7
"'14600'","'55'",5,"4.5",1,18,1440.01857142857,1129.82024923599,7
"'138628'","'219'",2,"3.5",1,11,218.54625,170.358759896395,8
"'127671'","'219'",3,"4.0",0,20,283.900909090909,210.340212662272,11
"'109533'","'219'",3,"4.0",0,36,661.945333333333,417.929910309798,15
"'48985'","'219'",4,"4.0",1,13,237.627777777778,110.307184290838,9
"'40564'","'219'",3,"4.5",0,9,139.14,12.39,2
"'103635'","'219'",2,"3.0",0,25,144.084,109.917706872005,10
"'4991'","'219'",2,"2.5",1,7,76.9125,24.5516184547984,4
"'13716'","'219'",3,"3.5",1,4,509.9,59.3200000000001,2
"'103603'","'219'",4,"4.5",1,28,332.425,253.749132067481,16
"'135779'","'219'",5,"5.0",0,27,4764.99,6435.52587213242,14
"'33217'","'219'",2,"3.5",1,2,60.275,3.415,2
"'65481'","'219'",3,"4.0",1,5,205.82,0,1
"'84742'","'56'",5,"4.5",0,7,799.9075,406.173719630837,4
"'116416'","'219'",4,"4.0",0,9,720.4225,737.908748097453,4
"'45210'","'219'",4,"4.5",1,15,255.44,118.770051179339,7
"'66652'","'219'",3,"4.0",1,5,85.4,15.73,2
"'25800'","'31'",4,"4.5",0,8,1236.324,1571.99183499915,5
"'84176'","'32'",5,"4.0",0,22,446.859444444444,491.222823647185,18
"'126804'","'219'",2,"4.0",1,18,201.462142857143,139.967624684046,14
"'106561'","'219'",2,"3.5",0,9,261.6,278.112374512791,7
"'79290'","'219'",3,"4.5",0,3,509.6,3.77999999999488,2
"'117744'","'219'",3,"4.5",0,15,575.17,132.829107201697,5
"'12950'","'219'",2,"4.0",1,14,340.851818181818,198.833393565302,11
"'11182'","'219'",3,"4.0",1,18,144.049166666667,106.182161359487,12
"'86912'","'219'",3,"4.5",1,5,265.145,141.375,2
"'2053'","'219'",2,"3.5",1,8,169.7125,136.908763118911,8
"'87321'","'129'",3,"4.0",1,12,305.81,124.988690688398,5
"'31010'","'219'",4,"3.5",1,29,209.7672,106.46374787767,25
"'107404'","'219'",5,"4.5",0,94,1700.61245283019,1482.98343975907,53
"'53224'","'219'",4,"4.5",1,14,999.155,397.170727678917,4
"'15640'","'219'",4,"4.0",1,29,290.188095238095,169.162676217135,21
"'12746'","'219'",3,"3.5",0,7,421.93,244.19,2
"'126665'","'219'",4,"4.5",0,63,1050.31628571429,774.996456220785,35
"'128115'","'100'",3,"4.0",1,10,284.7425,168.186822072212,4
"'15545'","'219'",2,"3.5",1,9,118.548571428571,29.6251420387536,7
"'115733'","'103'",4,"4.0",1,24,304.0155,238.37094475785,20
"'45280'","'100'",2,"3.0",1,11,98.02,3.51999999999952,2
"'123449'","'219'",3,"4.5",1,22,322.991764705882,171.674853146197,17
"'8337'","'219'",2,"4.0",1,13,114.77,32.8353018022439,9
"'109770'","'219'",1,"3.0",1,4,112.7,0,1
"'49152'","'219'",4,"4.5",1,20,794.731666666667,351.416217393595,12
"'61155'","'219'",2,"2.5",1,2,66.375,2.28499999999985,2
"'70282'","'219'",3,"4.5",1,4,1056.06,1082.94624006304,3
"'44045'","'100'",4,"4.5",1,18,282.87,181.909400644544,14
"'91125'","'219'",3,"4.5",1,16,519.861111111111,317.490227966659,9
"'118029'","'219'",2,"2.5",1,6,115.3525,30.0716497510529,4
"'112845'","'219'",2,"3.0",1,10,300.7775,542.135010946305,8
"'67389'","'219'",3,"4.5",1,5,625.696666666667,301.789414253641,3
"'14408'","'215'",4,"4.0",1,4,231.656666666667,85.1464629656192,3
"'31124'","'219'",2,"4.0",1,9,199.98,195.356875121258,7
"'24066'","'219'",3,"4.5",1,3,124.28,0,1
"'73441'","'219'",3,"4.5",1,3,199.97,51.29,2
"'27883'","'219'",3,"4.5",1,4,180.036666666667,40.7831830810473,3
"'130569'","'219'",4,"4.5",1,8,350.385,213.074380146934,4
"'32240'","'219'",3,"3.5",1,35,196.669393939394,138.864365019828,33
"'134782'","'219'",3,"4.0",1,1,67.42,0,1
"'79137'","'219'",2,"4.0",0,4,83.765,2.92499999999984,2
"'12870'","'219'",4,"4.0",1,13,475.815555555556,218.290297749025,9
"'68503'","'219'",2,"2.0",0,8,84.03,0,1
"'5286'","'219'",5,"4.5",1,57,602.484047619048,540.599250352085,42
