"srch_id","year","month","weekofyear","time","site_id","visitor_location_country_id","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","random_bool"
"'54319'","'2012'","'11'","'47'","'7'","'5'","'219'","'15964'",1,4,2,0,1,1,0
"'75274'","'2013'","'05'","'22'","'6'","'5'","'219'","'15253'",3,2,2,2,1,1,1
"'10851'","'2013'","'01'","'3'","'7'","'5'","'219'","'7384'",3,17,2,0,1,1,1
"'425574'","'2013'","'04'","'17'","'11'","'5'","'219'","'7029'",2,46,2,0,1,1,0
"'204164'","'2013'","'01'","'3'","'8'","'5'","'219'","'9265'",2,30,2,0,1,1,0
"'295388'","'2013'","'02'","'6'","'4'","'5'","'219'","'13870'",1,6,2,0,1,1,1
"'275394'","'2013'","'04'","'18'","'10'","'5'","'219'","'1414'",1,3,2,2,1,1,0
"'150864'","'2013'","'02'","'8'","'7'","'14'","'100'","'6792'",4,0,1,0,1,1,1
"'286167'","'2013'","'03'","'11'","'4'","'5'","'219'","'7100'",3,34,3,1,1,1,0
"'534572'","'2013'","'01'","'5'","'11'","'5'","'219'","'5102'",1,3,2,0,1,0,0
"'484788'","'2013'","'05'","'22'","'8'","'5'","'219'","'27561'",1,0,1,0,1,0,0
"'502396'","'2013'","'03'","'13'","'10'","'5'","'219'","'16517'",3,2,2,2,1,1,1
"'299600'","'2013'","'03'","'13'","'10'","'5'","'219'","'23246'",1,0,1,0,1,1,0
"'221142'","'2013'","'04'","'16'","'8'","'5'","'219'","'5574'",1,6,1,1,1,0,0
"'272445'","'2013'","'01'","'3'","'8'","'5'","'219'","'18547'",4,22,2,3,1,0,0
"'80667'","'2013'","'06'","'26'","'1'","'5'","'219'","'6053'",1,0,2,0,1,1,0
"'553379'","'2013'","'06'","'23'","'7'","'14'","'100'","'23246'",1,1,1,0,1,0,0
"'328786'","'2012'","'11'","'46'","'6'","'5'","'219'","'10032'",3,5,1,0,1,1,0
"'305940'","'2013'","'06'","'24'","'2'","'5'","'219'","'16570'",4,0,1,1,1,1,0
"'252370'","'2012'","'12'","'51'","'8'","'5'","'219'","'6783'",2,2,3,0,1,0,1
"'169267'","'2013'","'05'","'18'","'8'","'5'","'137'","'3073'",1,47,4,0,2,0,0
"'422437'","'2013'","'01'","'3'","'10'","'22'","'92'","'26928'",1,5,5,1,3,0,0
"'108587'","'2013'","'03'","'13'","'4'","'5'","'219'","'14081'",4,148,1,1,1,0,0
"'457931'","'2013'","'02'","'7'","'5'","'5'","'219'","'23246'",3,20,1,0,1,0,0
"'635979'","'2013'","'06'","'26'","'7'","'5'","'219'","'15000'",1,4,1,0,1,1,1
"'547189'","'2012'","'11'","'47'","'11'","'14'","'100'","'24996'",1,1,2,0,1,1,1
"'40793'","'2013'","'04'","'17'","'9'","'31'","'219'","'28201'",1,16,1,0,1,1,0
"'472323'","'2012'","'12'","'50'","'9'","'5'","'219'","'11164'",1,2,2,0,1,1,1
"'396458'","'2013'","'02'","'5'","'11'","'5'","'219'","'9402'",4,57,1,0,1,0,0
"'362579'","'2013'","'01'","'4'","'5'","'5'","'219'","'10559'",1,2,2,0,1,0,1
"'79622'","'2013'","'03'","'9'","'5'","'5'","'219'","'9265'",2,12,3,1,1,1,0
"'411669'","'2013'","'01'","'2'","'10'","'5'","'219'","'23666'",5,4,1,1,2,0,0
"'334173'","'2013'","'02'","'8'","'5'","'5'","'219'","'1861'",1,133,1,1,1,1,0
"'66376'","'2013'","'05'","'20'","'9'","'5'","'219'","'15846'",2,10,1,0,1,1,0
"'176380'","'2013'","'02'","'7'","'12'","'5'","'219'","'7462'",1,2,2,0,1,1,0
"'37761'","'2013'","'03'","'9'","'11'","'14'","'100'","'7384'",1,14,2,0,1,1,1
"'652441'","'2013'","'06'","'25'","'8'","'5'","'219'","'12571'",3,12,2,0,1,0,1
"'174083'","'2013'","'06'","'26'","'7'","'5'","'219'","'11360'",1,15,2,2,1,1,0
"'169259'","'2013'","'06'","'23'","'12'","'5'","'219'","'13539'",2,27,1,0,1,1,0
"'547920'","'2013'","'04'","'15'","'4'","'5'","'219'","'9402'",1,14,1,0,1,0,1
"'408862'","'2013'","'01'","'2'","'11'","'15'","'55'","'10979'",2,3,2,0,1,1,0
"'478517'","'2012'","'11'","'44'","'4'","'5'","'219'","'4182'",1,0,2,2,1,1,0
"'350663'","'2012'","'12'","'53'","'8'","'5'","'219'","'23666'",1,1,2,0,1,0,0
"'253127'","'2013'","'01'","'4'","'5'","'5'","'187'","'3073'",4,25,2,2,1,0,0
"'280362'","'2013'","'06'","'26'","'10'","'5'","'219'","'5300'",4,2,1,0,1,0,0
"'366322'","'2013'","'04'","'17'","'6'","'5'","'117'","'6476'",3,109,2,2,1,0,0
"'318249'","'2013'","'04'","'14'","'10'","'5'","'219'","'4772'",2,6,2,0,1,1,0
"'606251'","'2013'","'03'","'12'","'1'","'5'","'219'","'26531'",2,1,2,0,1,0,1
"'453903'","'2013'","'05'","'21'","'6'","'5'","'219'","'26588'",1,0,2,0,1,1,0
"'110764'","'2013'","'01'","'3'","'6'","'5'","'219'","'21382'",2,4,2,0,1,1,0
"'240811'","'2013'","'05'","'19'","'6'","'5'","'219'","'26067'",3,0,1,0,1,0,0
"'501655'","'2013'","'06'","'24'","'8'","'5'","'219'","'22760'",2,7,3,1,1,0,0
"'156973'","'2013'","'06'","'25'","'12'","'5'","'219'","'24131'",2,4,2,0,1,1,0
"'360621'","'2013'","'06'","'26'","'5'","'5'","'219'","'12521'",2,5,2,0,1,0,0
"'159180'","'2012'","'12'","'49'","'5'","'15'","'55'","'17012'",7,116,1,0,1,0,1
"'208715'","'2013'","'05'","'20'","'4'","'14'","'100'","'4485'",2,11,1,0,1,0,0
"'648835'","'2013'","'06'","'26'","'10'","'5'","'219'","'10898'",1,0,2,0,1,0,0
"'610546'","'2013'","'06'","'25'","'5'","'5'","'219'","'24232'",4,7,2,0,1,0,1
"'123685'","'2013'","'06'","'24'","'8'","'5'","'219'","'26067'",2,10,2,0,1,0,0
"'498418'","'2013'","'01'","'4'","'11'","'5'","'219'","'18002'",2,4,2,0,1,1,0
"'48843'","'2013'","'06'","'23'","'6'","'5'","'219'","'2870'",2,15,2,0,1,0,1
"'337506'","'2013'","'01'","'1'","'9'","'14'","'100'","'9402'",3,8,1,0,1,1,0
"'558560'","'2013'","'06'","'24'","'8'","'5'","'219'","'8347'",2,1,2,0,1,0,0
"'566856'","'2012'","'12'","'51'","'10'","'5'","'219'","'6769'",1,1,2,2,1,0,0
"'614174'","'2013'","'06'","'26'","'11'","'5'","'219'","'11543'",2,18,4,1,2,1,0
"'465508'","'2012'","'11'","'46'","'10'","'5'","'219'","'25537'",1,22,2,1,1,0,0
"'310553'","'2013'","'05'","'22'","'4'","'5'","'219'","'15307'",1,4,2,0,1,0,1
"'248211'","'2013'","'06'","'24'","'7'","'5'","'219'","'16335'",16,29,2,0,1,0,1
"'463624'","'2013'","'06'","'22'","'4'","'5'","'219'","'21494'",1,0,1,0,1,0,0
"'81973'","'2013'","'04'","'16'","'7'","'5'","'219'","'21994'",2,8,2,0,1,1,0
"'369512'","'2013'","'03'","'12'","'2'","'5'","'219'","'7017'",5,11,1,0,1,0,0
"'116876'","'2013'","'01'","'1'","'7'","'15'","'55'","'25423'",4,77,2,0,1,1,0
"'600445'","'2013'","'04'","'17'","'10'","'5'","'219'","'15964'",1,14,2,0,1,1,1
"'27728'","'2013'","'02'","'6'","'7'","'5'","'219'","'28201'",1,1,2,0,1,1,0
"'466802'","'2013'","'06'","'25'","'9'","'5'","'219'","'27615'",1,4,1,0,1,1,0
"'585762'","'2013'","'06'","'26'","'5'","'5'","'219'","'4138'",1,7,2,0,1,0,1
"'92200'","'2013'","'05'","'21'","'8'","'5'","'219'","'24232'",1,2,1,0,1,0,0
"'318557'","'2012'","'12'","'51'","'4'","'5'","'219'","'15040'",3,14,1,1,1,1,0
"'173770'","'2013'","'06'","'24'","'10'","'5'","'219'","'11230'",2,37,2,4,2,1,0
"'48107'","'2013'","'06'","'26'","'8'","'5'","'219'","'15588'",2,14,2,0,1,0,0
"'287348'","'2012'","'11'","'47'","'4'","'5'","'219'","'13129'",4,23,2,0,1,1,0
"'389618'","'2012'","'12'","'52'","'8'","'5'","'219'","'13129'",1,3,2,2,1,1,1
"'440890'","'2013'","'06'","'26'","'5'","'5'","'219'","'4182'",1,1,2,0,1,1,1
"'310126'","'2013'","'01'","'4'","'12'","'7'","'100'","'9402'",3,29,2,1,1,1,0
"'663770'","'2013'","'01'","'2'","'10'","'5'","'219'","'270'",1,206,2,0,1,0,1
"'64738'","'2013'","'05'","'20'","'8'","'5'","'219'","'17038'",1,94,2,2,1,1,0
"'156179'","'2013'","'06'","'26'","'8'","'5'","'219'","'2343'",1,22,3,1,2,1,0
"'177071'","'2013'","'02'","'7'","'6'","'5'","'219'","'25964'",2,6,2,0,1,0,0
"'220071'","'2013'","'06'","'26'","'5'","'5'","'219'","'17707'",1,1,2,0,1,1,0
"'608529'","'2013'","'01'","'4'","'6'","'5'","'219'","'28201'",1,1,3,0,1,1,0
"'454368'","'2013'","'02'","'6'","'7'","'5'","'219'","'21344'",1,99,2,0,1,1,1
"'654896'","'2013'","'03'","'11'","'11'","'5'","'219'","'9899'",2,2,2,0,1,0,1
"'17170'","'2012'","'12'","'51'","'7'","'5'","'219'","'26928'",1,0,2,0,1,0,0
"'9035'","'2012'","'12'","'49'","'8'","'5'","'219'","'9402'",1,2,2,0,1,1,0
"'242592'","'2013'","'01'","'5'","'4'","'14'","'100'","'21871'",2,3,2,0,1,1,1
"'580062'","'2012'","'12'","'51'","'12'","'5'","'219'","'8347'",3,2,2,2,1,0,0
"'622889'","'2013'","'04'","'15'","'10'","'5'","'219'","'17713'",1,71,2,2,1,1,1
"'328256'","'2012'","'12'","'51'","'6'","'18'","'129'","'1721'",1,0,1,0,1,0,0
"'166963'","'2012'","'11'","'46'","'10'","'5'","'219'","'1221'",1,32,2,0,1,1,1
"'348370'","'2013'","'06'","'25'","'11'","'32'","'220'","'23246'",2,6,1,0,1,0,0
"'425223'","'2013'","'01'","'3'","'11'","'5'","'219'","'25419'",1,2,2,0,1,0,0
"'2185'","'2013'","'04'","'16'","'7'","'5'","'219'","'1641'",2,4,1,0,1,1,0
"'116057'","'2013'","'06'","'24'","'10'","'5'","'219'","'7783'",1,4,2,0,1,1,0
"'583986'","'2012'","'12'","'50'","'3'","'5'","'219'","'7833'",1,2,2,5,2,0,0
"'166240'","'2013'","'06'","'26'","'10'","'5'","'219'","'1136'",2,5,2,1,1,1,0
"'577949'","'2013'","'02'","'7'","'4'","'5'","'219'","'4281'",1,10,2,0,1,1,1
"'65206'","'2012'","'11'","'44'","'3'","'5'","'219'","'6653'",4,19,2,0,1,0,0
"'305900'","'2013'","'05'","'20'","'10'","'5'","'219'","'10948'",1,5,2,0,1,0,0
"'196075'","'2013'","'01'","'5'","'8'","'5'","'219'","'13202'",1,4,1,1,1,1,0
"'586921'","'2013'","'04'","'16'","'7'","'5'","'219'","'12638'",1,49,3,0,3,0,0
"'16072'","'2013'","'04'","'17'","'8'","'5'","'219'","'7772'",1,71,2,2,1,0,0
"'484940'","'2013'","'05'","'20'","'11'","'14'","'100'","'8192'",4,95,2,0,1,1,1
"'99490'","'2013'","'06'","'24'","'9'","'5'","'219'","'4562'",1,8,2,0,1,1,1
"'418108'","'2012'","'11'","'47'","'5'","'5'","'219'","'8993'",1,35,8,6,4,0,0
"'421726'","'2013'","'03'","'13'","'9'","'5'","'219'","'2964'",1,1,2,1,1,1,0
"'168456'","'2012'","'12'","'51'","'6'","'5'","'219'","'4072'",1,0,2,0,1,1,0
"'132703'","'2012'","'11'","'46'","'7'","'5'","'219'","'3095'",1,15,2,0,1,1,0
"'254431'","'2013'","'05'","'21'","'7'","'5'","'219'","'16529'",1,3,2,0,1,0,0
"'181090'","'2013'","'01'","'3'","'5'","'5'","'219'","'19779'",1,57,2,0,1,0,0
"'300149'","'2013'","'03'","'12'","'9'","'5'","'219'","'3904'",1,2,2,1,1,1,0
"'412291'","'2012'","'11'","'47'","'8'","'14'","'100'","'4485'",2,9,1,0,1,0,0
"'354417'","'2013'","'03'","'12'","'10'","'5'","'202'","'8192'",2,61,2,0,1,0,0
"'336691'","'2013'","'04'","'15'","'9'","'5'","'219'","'21055'",1,0,1,0,1,0,0
"'9120'","'2013'","'03'","'11'","'9'","'5'","'219'","'8347'",7,26,2,2,1,0,1
"'224845'","'2013'","'06'","'24'","'9'","'5'","'219'","'17713'",4,348,3,1,1,0,1
"'550459'","'2012'","'12'","'51'","'11'","'5'","'219'","'5790'",1,15,1,0,1,0,1
"'440031'","'2012'","'12'","'51'","'8'","'5'","'219'","'2274'",1,5,2,0,1,1,0
"'350596'","'2013'","'04'","'16'","'9'","'5'","'100'","'20491'",1,1,2,0,1,1,0
"'37247'","'2013'","'04'","'17'","'8'","'5'","'219'","'5606'",1,19,2,0,1,0,0
"'369202'","'2013'","'02'","'7'","'12'","'5'","'219'","'2502'",2,2,2,0,1,1,0
"'641276'","'2013'","'04'","'17'","'8'","'5'","'18'","'26928'",3,41,2,0,1,0,0
"'341656'","'2012'","'12'","'51'","'6'","'5'","'219'","'15253'",4,24,2,0,1,0,0
"'225356'","'2013'","'04'","'17'","'5'","'5'","'219'","'23090'",1,1,1,0,1,1,0
"'201943'","'2012'","'12'","'53'","'12'","'5'","'219'","'4182'",3,73,2,0,1,1,1
"'138559'","'2013'","'03'","'11'","'7'","'32'","'220'","'13870'",2,127,1,2,1,0,0
"'132330'","'2013'","'02'","'8'","'5'","'5'","'219'","'8347'",4,11,2,0,1,0,1
"'265518'","'2013'","'02'","'6'","'10'","'14'","'100'","'26566'",1,63,1,1,1,0,1
"'302630'","'2013'","'01'","'4'","'7'","'5'","'219'","'1143'",1,12,4,0,2,0,0
"'246478'","'2013'","'03'","'10'","'7'","'5'","'219'","'2518'",2,45,2,0,1,1,1
"'211868'","'2013'","'01'","'2'","'9'","'5'","'219'","'23904'",1,19,2,0,1,0,1
"'119606'","'2013'","'04'","'16'","'9'","'31'","'219'","'7246'",1,9,2,0,1,1,0
"'319234'","'2013'","'02'","'6'","'10'","'5'","'219'","'16570'",1,33,2,1,1,1,1
"'21573'","'2012'","'11'","'48'","'3'","'5'","'219'","'15541'",3,27,2,0,1,0,0
"'623147'","'2012'","'12'","'50'","'5'","'32'","'220'","'13216'",14,121,1,0,1,0,0
"'454020'","'2013'","'05'","'19'","'11'","'5'","'219'","'10424'",2,4,2,0,1,1,0
"'110300'","'2013'","'06'","'25'","'11'","'5'","'219'","'25768'",1,26,2,0,1,1,1
"'641275'","'2013'","'02'","'8'","'10'","'5'","'219'","'11299'",3,9,2,0,1,1,0
"'194246'","'2013'","'04'","'14'","'11'","'5'","'219'","'4182'",2,23,1,0,1,1,1
"'302172'","'2013'","'01'","'5'","'9'","'14'","'100'","'8222'",2,18,2,1,1,0,0
"'617838'","'2013'","'05'","'20'","'10'","'5'","'219'","'26593'",1,1,2,0,1,1,1
"'645055'","'2012'","'12'","'53'","'7'","'14'","'100'","'8347'",6,69,2,0,1,0,0
"'452170'","'2013'","'01'","'2'","'10'","'5'","'219'","'27957'",2,33,2,0,1,1,0
"'366327'","'2012'","'12'","'50'","'12'","'32'","'220'","'3073'",2,17,4,0,2,0,0
"'364322'","'2012'","'12'","'53'","'8'","'5'","'219'","'25723'",2,4,2,0,1,1,0
"'464342'","'2013'","'04'","'15'","'10'","'5'","'219'","'23246'",1,8,5,2,3,1,1
"'250428'","'2013'","'02'","'7'","'10'","'16'","'31'","'23840'",1,4,2,1,2,1,0
"'391049'","'2012'","'11'","'46'","'10'","'5'","'219'","'11104'",2,1,2,0,1,1,0
"'434809'","'2013'","'05'","'21'","'10'","'5'","'219'","'26571'",1,0,2,0,1,0,0
"'6990'","'2012'","'12'","'52'","'11'","'5'","'219'","'1641'",2,29,1,1,1,1,1
"'213004'","'2013'","'06'","'26'","'6'","'5'","'219'","'13202'",1,95,2,0,1,0,1
"'229886'","'2013'","'02'","'6'","'10'","'5'","'219'","'18774'",2,2,2,2,1,1,0
"'145717'","'2013'","'01'","'1'","'2'","'5'","'219'","'3694'",1,1,2,1,1,0,1
"'332407'","'2012'","'12'","'49'","'11'","'32'","'220'","'18367'",1,31,2,0,1,1,0
"'15677'","'2013'","'04'","'16'","'10'","'5'","'219'","'28201'",1,4,2,0,1,1,1
"'533376'","'2013'","'06'","'26'","'6'","'5'","'219'","'21808'",1,8,2,0,1,1,1
"'12607'","'2013'","'05'","'18'","'10'","'5'","'219'","'22393'",2,2,2,0,1,1,1
"'143925'","'2013'","'03'","'13'","'5'","'7'","'100'","'9402'",4,61,2,0,1,1,0
"'118652'","'2012'","'11'","'47'","'6'","'16'","'31'","'20535'",1,5,1,0,1,0,0
"'38433'","'2013'","'03'","'13'","'7'","'5'","'219'","'16335'",1,1,2,0,1,1,1
"'335656'","'2012'","'11'","'47'","'9'","'5'","'219'","'21992'",1,7,2,1,1,1,0
"'296803'","'2013'","'02'","'6'","'7'","'5'","'219'","'13870'",1,2,2,1,1,0,1
"'476887'","'2013'","'04'","'15'","'4'","'5'","'219'","'5848'",1,7,1,0,1,1,0
"'330140'","'2013'","'01'","'1'","'6'","'5'","'219'","'1986'",2,19,1,1,1,0,0
"'334266'","'2013'","'01'","'4'","'5'","'5'","'219'","'15428'",2,29,2,0,1,0,0
"'399254'","'2013'","'06'","'23'","'4'","'5'","'219'","'3390'",1,1,2,0,1,1,0
"'191742'","'2013'","'05'","'20'","'8'","'5'","'219'","'16120'",2,9,2,2,1,1,0
"'14799'","'2012'","'11'","'45'","'11'","'5'","'219'","'15846'",2,25,2,1,1,1,1
"'504289'","'2013'","'02'","'6'","'10'","'5'","'219'","'13896'",1,1,2,0,1,1,0
"'122770'","'2012'","'12'","'50'","'11'","'15'","'130'","'5577'",1,2,1,0,1,1,1
"'390710'","'2013'","'05'","'19'","'6'","'5'","'219'","'10032'",1,1,2,1,1,1,0
"'192487'","'2012'","'12'","'51'","'9'","'5'","'219'","'8192'",1,0,2,0,1,0,0
"'278008'","'2013'","'03'","'13'","'9'","'5'","'219'","'7473'",3,15,1,1,1,1,1
"'628711'","'2012'","'11'","'46'","'12'","'5'","'219'","'3073'",1,42,2,0,1,0,0
"'215877'","'2013'","'04'","'16'","'7'","'5'","'219'","'5437'",1,77,1,1,1,0,0
"'102559'","'2013'","'03'","'12'","'11'","'5'","'219'","'18495'",3,38,2,0,1,0,1
"'97860'","'2012'","'11'","'48'","'11'","'14'","'100'","'7520'",1,0,2,0,1,0,0
"'626456'","'2013'","'06'","'23'","'7'","'5'","'219'","'8171'",1,2,2,0,1,1,0
"'516746'","'2013'","'06'","'25'","'7'","'14'","'219'","'24026'",1,16,2,2,1,1,0
"'579054'","'2013'","'06'","'25'","'7'","'14'","'100'","'1020'",1,221,2,0,1,1,1
"'129712'","'2012'","'11'","'47'","'7'","'5'","'219'","'27155'",1,1,8,0,2,1,0
"'80152'","'2013'","'03'","'10'","'5'","'5'","'219'","'7643'",1,83,2,0,1,0,1
"'337360'","'2013'","'02'","'7'","'9'","'5'","'219'","'23246'",3,16,2,0,1,0,1
"'251568'","'2012'","'12'","'49'","'10'","'5'","'219'","'17621'",2,38,2,0,1,1,1
"'284048'","'2013'","'04'","'15'","'2'","'32'","'220'","'13870'",4,60,2,0,1,0,0
"'622188'","'2012'","'12'","'51'","'8'","'5'","'219'","'2870'",2,9,2,0,1,1,0
"'84364'","'2013'","'04'","'15'","'6'","'14'","'100'","'8192'",2,25,1,1,2,0,1
"'142926'","'2013'","'01'","'3'","'8'","'5'","'219'","'13233'",1,7,4,0,2,0,0
"'383717'","'2012'","'11'","'47'","'5'","'5'","'219'","'12638'",1,8,2,2,1,1,1
"'497351'","'2013'","'06'","'23'","'8'","'5'","'219'","'21323'",1,18,1,1,1,0,0
"'329126'","'2012'","'11'","'45'","'10'","'5'","'219'","'2831'",2,3,2,1,1,1,1
"'617513'","'2012'","'11'","'45'","'5'","'5'","'219'","'19812'",2,1,2,0,1,1,1
"'309777'","'2013'","'04'","'16'","'9'","'5'","'219'","'23904'",1,8,2,0,1,1,0
"'187506'","'2012'","'11'","'45'","'8'","'5'","'219'","'9265'",1,22,2,0,1,1,0
"'31416'","'2012'","'11'","'45'","'5'","'5'","'219'","'19222'",1,4,2,2,1,1,0
"'358483'","'2013'","'04'","'17'","'11'","'5'","'219'","'1532'",1,0,1,0,1,1,0
"'219828'","'2013'","'03'","'12'","'4'","'5'","'219'","'3069'",1,0,1,2,1,0,0
"'421600'","'2013'","'06'","'26'","'9'","'5'","'219'","'8192'",1,8,2,2,1,1,0
"'660461'","'2013'","'06'","'23'","'10'","'5'","'219'","'4562'",2,3,2,0,1,1,0
"'490077'","'2013'","'04'","'14'","'8'","'14'","'100'","'26120'",1,0,1,0,1,0,0
"'263241'","'2013'","'01'","'1'","'12'","'5'","'219'","'14244'",2,67,2,0,1,1,0
"'113142'","'2013'","'03'","'11'","'8'","'12'","'99'","'9402'",3,135,2,1,1,0,0
"'442026'","'2013'","'03'","'10'","'5'","'5'","'219'","'13870'",2,77,2,2,1,1,0
"'91745'","'2013'","'06'","'23'","'6'","'5'","'219'","'14345'",2,6,2,2,1,1,0
"'335643'","'2012'","'12'","'50'","'10'","'5'","'219'","'24131'",1,3,1,0,1,1,0
"'197250'","'2012'","'11'","'48'","'9'","'5'","'219'","'18005'",2,9,2,0,2,1,0
"'390557'","'2013'","'05'","'21'","'6'","'5'","'219'","'691'",2,60,2,0,1,0,0
"'442516'","'2013'","'06'","'23'","'5'","'31'","'219'","'20583'",1,25,2,0,1,1,0
"'265179'","'2013'","'06'","'26'","'7'","'5'","'219'","'27372'",2,53,2,0,1,0,0
"'219757'","'2013'","'03'","'13'","'12'","'5'","'219'","'13216'",2,10,2,0,1,1,0
"'214467'","'2012'","'11'","'45'","'10'","'5'","'219'","'24232'",2,1,2,0,1,1,0
"'84365'","'2013'","'05'","'21'","'5'","'5'","'219'","'12193'",1,1,2,0,1,1,1
"'624164'","'2013'","'03'","'11'","'5'","'5'","'219'","'12788'",1,15,2,0,1,1,0
"'200864'","'2013'","'06'","'23'","'7'","'5'","'219'","'12410'",3,4,2,0,1,1,1
"'582470'","'2013'","'04'","'16'","'8'","'5'","'219'","'10737'",2,1,4,0,2,1,0
"'212989'","'2012'","'12'","'49'","'9'","'5'","'219'","'26458'",1,15,1,1,1,1,0
"'583655'","'2013'","'01'","'3'","'9'","'5'","'219'","'23871'",1,15,1,0,1,1,0
"'474234'","'2013'","'01'","'4'","'7'","'15'","'55'","'5143'",4,22,2,0,1,1,0
"'294264'","'2013'","'03'","'10'","'10'","'5'","'219'","'11667'",1,1,1,0,1,1,0
"'341616'","'2012'","'12'","'50'","'6'","'14'","'100'","'8192'",3,108,2,0,1,0,1
"'148982'","'2013'","'04'","'15'","'8'","'5'","'219'","'27155'",1,14,4,0,1,1,1
"'447039'","'2013'","'02'","'9'","'10'","'5'","'219'","'16858'",5,154,2,0,1,0,1
"'423683'","'2013'","'03'","'11'","'4'","'5'","'219'","'3073'",4,20,1,0,1,0,1
"'343380'","'2013'","'03'","'11'","'12'","'5'","'219'","'23090'",2,3,2,0,1,1,1
"'451303'","'2013'","'04'","'14'","'5'","'5'","'219'","'8347'",5,14,2,0,1,0,0
"'43069'","'2013'","'02'","'7'","'7'","'5'","'219'","'5574'",6,12,1,0,1,0,1
"'69617'","'2012'","'11'","'45'","'12'","'5'","'219'","'20061'",2,15,1,0,1,1,0
"'524997'","'2012'","'12'","'51'","'7'","'7'","'219'","'22134'",1,0,1,0,1,0,0
"'447991'","'2013'","'06'","'24'","'6'","'5'","'219'","'4182'",1,33,1,1,2,1,1
"'566317'","'2012'","'11'","'48'","'4'","'5'","'219'","'27000'",1,12,2,0,1,1,0
"'335205'","'2012'","'11'","'46'","'6'","'5'","'219'","'11230'",1,6,3,0,1,1,0
"'589161'","'2013'","'02'","'9'","'11'","'5'","'219'","'23090'",3,13,2,2,1,0,1
"'56688'","'2013'","'04'","'14'","'8'","'5'","'219'","'23904'",2,46,3,0,2,0,1
"'47485'","'2013'","'06'","'26'","'9'","'5'","'219'","'1986'",3,21,2,0,1,0,0
"'73296'","'2013'","'02'","'6'","'3'","'5'","'219'","'20535'",2,9,2,0,1,1,0
"'485626'","'2012'","'12'","'52'","'8'","'5'","'219'","'11357'",1,44,1,0,1,1,0
"'2873'","'2013'","'05'","'20'","'10'","'5'","'219'","'9412'",3,64,2,1,1,0,0
"'583180'","'2013'","'02'","'8'","'10'","'7'","'100'","'1996'",1,13,1,0,1,0,0
"'302014'","'2013'","'05'","'19'","'4'","'5'","'219'","'23435'",1,0,1,0,1,0,0
"'336062'","'2013'","'05'","'20'","'9'","'5'","'219'","'2502'",4,32,2,0,1,1,1
"'560198'","'2012'","'11'","'45'","'7'","'5'","'219'","'25121'",5,16,2,0,1,0,0
"'570992'","'2012'","'11'","'48'","'7'","'5'","'219'","'15588'",3,7,1,0,1,1,0
"'103203'","'2013'","'06'","'25'","'9'","'5'","'219'","'1187'",2,2,2,1,1,1,0
"'555361'","'2013'","'05'","'20'","'5'","'5'","'219'","'19521'",1,0,2,0,1,1,0
"'561326'","'2013'","'05'","'20'","'4'","'5'","'219'","'1641'",1,40,2,0,1,0,0
"'502377'","'2013'","'05'","'21'","'11'","'5'","'219'","'6443'",3,44,2,0,1,1,0
"'461213'","'2013'","'06'","'22'","'9'","'5'","'219'","'15307'",3,2,2,1,1,0,0
"'573190'","'2012'","'11'","'48'","'7'","'14'","'100'","'10902'",1,2,2,0,1,0,1
"'363756'","'2013'","'01'","'2'","'6'","'5'","'219'","'9179'",1,2,2,0,1,1,1
"'317845'","'2013'","'06'","'24'","'7'","'5'","'219'","'13216'",2,8,2,0,1,0,1
"'456905'","'2012'","'11'","'48'","'8'","'5'","'219'","'13073'",2,0,1,0,1,1,0
"'342725'","'2013'","'03'","'12'","'3'","'5'","'219'","'17012'",2,0,4,0,1,0,0
"'418233'","'2013'","'04'","'18'","'9'","'5'","'219'","'10424'",2,1,2,0,1,0,0
"'384482'","'2013'","'04'","'15'","'5'","'5'","'219'","'17012'",1,22,3,0,2,1,0
"'300434'","'2013'","'01'","'2'","'8'","'15'","'55'","'8192'",5,50,2,0,1,0,1
"'99054'","'2013'","'03'","'13'","'10'","'5'","'219'","'18002'",2,8,2,0,1,1,1
"'79324'","'2013'","'02'","'8'","'11'","'5'","'219'","'6940'",1,39,2,0,1,1,0
"'232649'","'2013'","'03'","'13'","'6'","'14'","'100'","'6792'",1,2,8,0,4,1,0
"'295622'","'2013'","'01'","'3'","'10'","'5'","'219'","'10679'",2,18,2,0,1,1,1
"'340976'","'2013'","'02'","'7'","'4'","'5'","'219'","'11164'",1,6,2,0,1,1,0
"'453186'","'2013'","'03'","'12'","'10'","'5'","'219'","'17603'",3,1,2,0,1,1,0
"'581823'","'2013'","'05'","'22'","'11'","'5'","'219'","'23228'",2,14,2,0,1,1,1
"'259482'","'2013'","'01'","'3'","'8'","'5'","'219'","'8156'",1,6,2,0,1,1,0
"'195865'","'2013'","'06'","'22'","'6'","'5'","'219'","'9899'",6,183,2,3,1,0,1
"'199072'","'2013'","'05'","'18'","'6'","'32'","'220'","'13870'",5,106,2,0,1,0,1
"'545316'","'2013'","'04'","'16'","'5'","'5'","'219'","'4438'",1,10,1,0,1,1,0
"'419871'","'2012'","'11'","'45'","'4'","'5'","'219'","'3099'",5,1,2,0,1,0,0
"'555415'","'2012'","'11'","'46'","'4'","'5'","'219'","'10032'",1,0,1,0,1,0,0
"'376444'","'2012'","'11'","'47'","'10'","'5'","'219'","'21382'",1,3,2,1,1,0,0
