"movieid","namewords","namepar","year","action","adventure","animation","children.s","comedy","crime","documentary","drama","fantasy","film.noir","horror","musical","mystery","romance","sci.fi","thriller","war","western"
"'606'",5,"f","'1995'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'607'",1,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'608'",1,"f","'1996'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","t","f","f"
"'609'",7,"f","'1996'","f","t","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'610'",2,"f","'1981'","t","t","t","f","f","f","f","f","f","f","t","f","f","f","t","f","f","f"
"'611'",2,"f","'1996'","t","f","f","f","f","f","f","f","f","f","t","f","f","f","t","f","f","f"
"'612'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'613'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'614'",1,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'615'",6,"t","'1973'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'616'",2,"f","'1970'","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'617'",10,"t","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'618'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'619'",1,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'621'",3,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'623'",3,"f","'1995'","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'624'",2,"f","'1995'","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'626'",7,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'627'",3,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'628'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'630'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'631'",6,"f","'1996'","f","f","t","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f"
"'632'",6,"t","'1995'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'633'",3,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'634'",2,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'635'",3,"f","'1996'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'637'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'638'",3,"f","'1995'","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'639'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'640'",1,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'641'",9,"t","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'642'",1,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'643'",6,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'644'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'645'",4,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'647'",3,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f"
"'648'",2,"f","'1996'","t","t","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f"
"'649'",5,"t","'1994'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'650'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'651'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'652'",2,"f","'1995'","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f"
"'653'",1,"f","'1996'","t","t","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f"
"'655'",2,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'656'",1,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'657'",2,"f","'1994'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'658'",2,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'659'",2,"f","'1960'","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","f","f"
"'660'",1,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'661'",5,"f","'1996'","f","f","t","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f"
"'662'",1,"f","'1996'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'663'",6,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'664'",1,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'665'",1,"f","'1995'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'666'",3,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'667'",2,"f","'1995'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'668'",2,"f","'1955'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'669'",1,"f","'1956'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'670'",6,"t","'1959'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'671'",6,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'672'",1,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'673'",2,"f","'1996'","f","t","t","t","t","f","f","f","t","f","f","f","f","f","f","f","f","f"
"'674'",1,"f","'1968'","f","t","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'678'",7,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'679'",5,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'680'",1,"f","'1965'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'681'",5,"t","'1981'","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'682'",7,"f","'1994'","f","f","f","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f"
"'684'",1,"f","'1980'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'685'",3,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'687'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'688'",3,"f","'1995'","t","t","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'690'",4,"t","'1994'","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'691'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'692'",1,"f","'1996'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","f","f"
"'694'",2,"f","'1996'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'695'",2,"f","'1995'","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","t","f","f"
"'696'",2,"f","'1995'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'697'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'698'",3,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'700'",1,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'701'",1,"f","'1992'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'702'",1,"f","'1968'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'703'",1,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'704'",2,"f","'1996'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'705'",1,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'706'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'707'",2,"f","'1996'","f","f","f","f","f","t","f","f","f","t","f","f","f","f","f","t","f","f"
"'708'",6,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'709'",3,"f","'1988'","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'710'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'711'",1,"f","'1996'","f","t","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'712'",1,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'714'",2,"f","'1995'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t"
"'715'",10,"t","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'716'",2,"f","'1975'","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'717'",6,"t","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'718'",4,"t","'1993'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'719'",1,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'720'",8,"f","'1996'","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'722'",8,"f","'1995'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'724'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f"
"'725'",4,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'726'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'728'",3,"f","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'729'",9,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'730'",3,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'731'",2,"f","'1996'","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","t","f","f"
"'732'",2,"f","'1996'","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'733'",2,"f","'1996'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'734'",4,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'735'",4,"t","'1994'","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'736'",1,"f","'1996'","t","t","f","f","f","f","f","f","f","f","f","f","f","t","f","t","f","f"
"'737'",2,"f","'1996'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'741'",6,"t","'1995'","f","f","t","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f"
"'742'",1,"f","'1996'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","t","f","f"
"'743'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'744'",3,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'745'",3,"f","'1995'","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'746'",3,"f","'1948'","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f"
"'747'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'748'",2,"f","'1996'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","f","f"
"'749'",5,"f","'1943'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'750'",13,"f","'1963'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","t","f"
"'751'",1,"f","'1992'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'753'",5,"f","'1995'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'754'",7,"f","'1995'","f","t","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'755'",1,"f","'1950'","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'756'",6,"f","'1994'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'757'",3,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'758'",3,"t","'1992'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'759'",6,"f","'1994'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'760'",1,"f","'1993'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'761'",2,"f","'1996'","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'762'",1,"f","'1996'","f","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'763'",9,"t","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'764'",1,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'765'",1,"f","'1996'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'766'",4,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'767'",3,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'769'",5,"f","'1996'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'771'",7,"t","'1987'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'774'",4,"t","'1982'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'775'",8,"t","'1968'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'776'",1,"f","'1994'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'778'",1,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'779'",4,"f","'1997'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'780'",3,"t","'1996'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","t","f"
"'781'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'782'",2,"f","'1996'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'783'",5,"f","'1996'","f","f","t","t","f","f","f","f","f","f","f","t","f","f","f","f","f","f"
"'784'",3,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'785'",1,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'786'",1,"f","'1996'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'787'",5,"f","'1995'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'788'",3,"f","'1996'","f","f","f","f","t","f","f","f","t","f","f","f","f","t","t","f","f","f"
"'789'",9,"t","'1990'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'790'",3,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'791'",9,"f","'1995'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'792'",4,"f","'1987'","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f"
"'793'",11,"t","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'796'",4,"f","'1974'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'798'",1,"f","'1996'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'799'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'800'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","t","f","f","f","f","f"
"'801'",3,"f","'1996'","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'802'",1,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'803'",3,"f","'1996'","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'804'",3,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'805'",4,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'806'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'807'",7,"t","'1995'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'808'",1,"f","'1996'","f","t","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'809'",1,"f","'1996'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'810'",1,"f","'1996'","f","f","f","t","t","f","f","f","t","f","f","f","f","f","f","f","f","f"
"'811'",3,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'813'",3,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'814'",4,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'815'",2,"f","'1995'","t","f","f","f","f","f","f","f","f","f","f","f","t","f","f","t","f","f"
"'818'",4,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'820'",9,"t","'1956'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'821'",3,"f","'1995'","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'823'",2,"f","'1967'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'824'",2,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'826'",1,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'827'",4,"t","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'828'",4,"f","'1996'","f","t","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'829'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","t","f","f","f","f","f","f"
"'830'",4,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'831'",1,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'832'",1,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'833'",3,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'834'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'835'",1,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'836'",2,"f","'1996'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'837'",1,"f","'1996'","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'838'",1,"f","'1996'","f","f","f","f","t","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'839'",5,"f","'1996'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'840'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'841'",4,"f","'1959'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'842'",8,"f","'1996'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'843'",2,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'844'",4,"f","'1993'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'846'",1,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'847'",3,"f","'1996'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'848'",3,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'849'",3,"f","'1996'","t","t","f","f","f","f","f","f","f","f","f","f","f","f","t","t","f","f"
"'850'",1,"f","'1995'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'851'",1,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'852'",2,"f","'1996'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'853'",1,"f","'1992'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'854'",6,"t","'1958'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'858'",2,"f","'1972'","t","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'859'",3,"f","'1996'","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f"
"'860'",6,"t","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'861'",1,"f","'1992'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f"
"'862'",3,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'863'",2,"f","'1994'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'864'",2,"f","'1995'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'865'",2,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'866'",1,"f","'1996'","f","f","f","f","f","t","f","t","f","f","f","f","f","t","f","t","f","f"
"'867'",1,"f","'1996'","f","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'868'",3,"f","'1991'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'869'",2,"f","'1996'","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'870'",2,"f","'1997'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'872'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'874'",5,"f","'1995'","f","f","f","f","f","t","f","t","f","f","f","f","f","f","f","f","f","f"
"'875'",3,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'876'",9,"t","'1993'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'877'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'878'",1,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'879'",2,"f","'1997'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f"
"'880'",5,"f","'1996'","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","t","f","f"
"'881'",2,"f","'1996'","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'882'",3,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'884'",2,"f","'1995'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'885'",1,"f","'1996'","f","f","f","t","f","f","f","t","t","f","f","f","f","f","f","f","f","f"
"'886'",1,"f","'1996'","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'887'",3,"f","'1998'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'888'",10,"f","'1995'","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'889'",1,"f","'1994'","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'891'",6,"f","'1995'","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","t","f","f"
"'892'",2,"f","'1996'","f","f","f","f","t","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'893'",2,"f","'1996'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'895'",1,"f","'1992'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'896'",2,"f","'1994'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'897'",5,"f","'1943'","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f","f","t","f"
"'898'",3,"f","'1940'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'899'",4,"f","'1952'","f","f","f","f","f","f","f","f","f","f","f","t","f","t","f","f","f","f"
"'900'",4,"f","'1951'","f","f","f","f","f","f","f","f","f","f","f","t","f","t","f","f","f","f"
"'901'",2,"f","'1957'","f","f","f","f","t","f","f","f","f","f","f","t","f","f","f","f","f","f"
"'902'",3,"f","'1961'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","f","f"
"'903'",1,"f","'1958'","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","t","f","f"
"'904'",2,"f","'1954'","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","t","f","f"
"'905'",4,"f","'1934'","f","f","f","f","t","f","f","f","f","f","f","f","f","f","f","f","f","f"
"'906'",1,"f","'1944'","f","f","f","f","f","f","f","f","f","f","f","f","t","f","f","t","f","f"
"'907'",3,"f","'1934'","f","f","f","f","t","f","f","f","f","f","f","t","f","t","f","f","f","f"
"'908'",3,"f","'1959'","f","f","f","f","f","f","f","t","f","f","f","f","f","f","f","t","f","f"
"'909'",2,"f","'1960'","f","f","f","f","t","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'910'",4,"f","'1959'","f","f","f","f","t","t","f","f","f","f","f","f","f","f","f","f","f","f"
"'911'",1,"f","'1963'","f","f","f","f","t","f","f","f","f","f","f","f","t","t","f","t","f","f"
"'912'",1,"f","'1942'","f","f","f","f","f","f","f","t","f","f","f","f","f","t","f","f","t","f"
"'913'",3,"f","'1941'","f","f","f","f","f","f","f","f","f","t","f","f","t","f","f","f","f","f"
"'914'",3,"f","'1964'","f","f","f","f","f","f","f","f","f","f","f","t","f","t","f","f","f","f"
"'915'",1,"f","'1954'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'916'",2,"f","'1953'","f","f","f","f","t","f","f","f","f","f","f","f","f","t","f","f","f","f"
"'917'",3,"f","'1939'","f","f","f","t","f","f","f","t","f","f","f","f","f","f","f","f","f","f"
"'918'",5,"f","'1944'","f","f","f","f","f","f","f","f","f","f","f","t","f","f","f","f","f","f"
