"userid","country","age"
"'175304'","''unknown''",0
"'175306'","'usa'",0
"'17531'","'usa'",0
"'175312'","'canada'",16
"'175324'","'usa'",0
"'175329'","'usa'",0
"'175331'","'usa'",0
"'175341'","'usa'",41
"'175367'","'france'",33
"'175370'","'united kingdom'",43
"'175393'","'germany'",29
"'175399'","'united kingdom'",0
"'175402'","'usa'",0
"'17542'","'usa'",0
"'175430'","'germany'",56
"'175446'","'usa'",0
"'175463'","'usa'",55
"'175466'","'usa'",20
"'175485'","'germany'",21
"'175493'","'germany'",30
"'175510'","'germany'",32
"'175512'","'usa'",31
"'175517'","'usa'",0
"'175529'","''unknown''",0
"'175532'","'usa'",65
"'175536'","'germany'",27
"'175540'","'canada'",43
"'175559'","'usa'",0
"'175572'","'usa'",0
"'175576'","'canada'",30
"'175586'","'germany'",50
"'175592'","'usa'",44
"'175612'","'germany'",32
"'175636'","'usa'",46
"'17569'","'usa'",30
"'175738'","'usa'",29
"'175739'","'usa'",39
"'175752'","'france'",61
"'175754'","'usa'",27
"'175759'","'united kingdom'",40
"'17578'","'germany'",37
"'175794'","'usa'",32
"'175796'","'usa'",0
"'175805'","'canada'",0
"'175810'","'united kingdom'",0
"'175815'","'australia'",0
"'175822'","'switzerland'",24
"'175828'","'canada'",33
"'17583'","'usa'",0
"'175843'","'netherlands'",35
"'175854'","'germany'",31
"'175860'","'canada'",0
"'175874'","'canada'",0
"'17588'","''unknown''",0
"'175886'","'australia'",52
"'17589'","'usa'",46
"'175892'","''unknown''",71
"'175921'","'united kingdom'",0
"'175929'","'canada'",22
"'175934'","'australia'",30
"'175956'","'usa'",0
"'17596'","'united kingdom'",31
"'175978'","'usa'",27
"'176005'","'usa'",0
"'176013'","'usa'",80
"'176015'","'united kingdom'",0
"'176023'","'usa'",28
"'176037'","'usa'",74
"'176047'","'germany'",37
"'17605'","'usa'",0
"'176054'","'canada'",0
"'176062'","'australia'",37
"'176075'","'usa'",15
"'176094'","'usa'",22
"'176099'","'usa'",15
"'176100'","''unknown''",0
"'176102'","''unknown''",0
"'176105'","'germany'",31
"'176110'","'usa'",0
"'176114'","'usa'",53
"'176128'","'italy'",31
"'17613'","'usa'",44
"'176143'","'spain'",22
"'176163'","'usa'",42
"'176170'","'canada'",0
"'176181'","'usa'",29
"'176196'","'united kingdom'",28
"'176197'","'usa'",16
"'176214'","'usa'",34
"'176225'","'spain'",23
"'176233'","'usa'",21
"'176248'","''unknown''",0
"'17625'","'usa'",0
"'176254'","'usa'",0
"'176256'","'usa'",32
"'176257'","'usa'",44
"'176277'","'usa'",22
"'176280'","'usa'",0
"'176293'","'usa'",0
"'176297'","'usa'",35
"'17634'","'canada'",28
"'176348'","'usa'",33
"'176349'","'usa'",40
"'176352'","'usa'",37
"'176357'","'usa'",46
"'176360'","'india'",34
"'176367'","'usa'",0
"'176388'","'usa'",30
"'176411'","'switzerland'",0
"'176418'","'usa'",46
"'176434'","'usa'",56
"'176444'","'italy'",29
"'17645'","'usa'",0
"'176459'","'canada'",30
"'176468'","''unknown''",0
"'176477'","'usa'",46
"'176481'","'canada'",0
"'176486'","'netherlands'",35
"'176494'","'usa'",30
"'176500'","'usa'",55
"'176508'","'usa'",51
"'17651'","'usa'",0
"'176526'","'usa'",0
"'176528'","'usa'",0
"'176545'","'usa'",30
"'176560'","'usa'",42
"'176576'","'usa'",23
"'176577'","'usa'",54
"'176595'","'usa'",63
"'176597'","'usa'",34
"'176606'","'germany'",0
"'17661'","'usa'",25
"'176624'","'usa'",27
"'176625'","'usa'",37
"'176627'","'canada'",0
"'176638'","'united kingdom'",0
"'176639'","'usa'",61
"'176644'","'canada'",52
"'176650'","'usa'",31
"'176656'","'usa'",42
"'176658'","'usa'",33
"'176667'","'usa'",23
"'176668'","'usa'",23
"'17667'","'usa'",33
"'176682'","'usa'",29
"'176695'","'germany'",29
"'176701'","'usa'",0
"'176708'","'usa'",26
"'176716'","'usa'",0
"'176720'","'usa'",35
"'176736'","'germany'",29
"'176742'","'germany'",39
"'176749'","'usa'",0
"'176758'","'usa'",24
"'176761'","'canada'",33
"'176777'","'spain'",17
"'176785'","'usa'",0
"'176790'","'usa'",43
"'176804'","'netherlands'",42
"'176807'","'usa'",61
"'176835'","'usa'",0
"'176838'","'finland'",27
"'176846'","'usa'",16
"'176852'","'usa'",28
"'176853'","'usa'",31
"'176875'","'finland'",31
"'176879'","'usa'",0
"'176884'","'usa'",0
"'176887'","'united kingdom'",30
"'176894'","'usa'",32
"'176902'","'usa'",25
"'176903'","'usa'",24
"'176916'","'italy'",0
"'176944'","'usa'",27
"'176951'","'usa'",74
"'176953'","'usa'",23
"'176956'","'germany'",0
"'176966'","'usa'",54
"'176975'","'usa'",24
"'176978'","'usa'",0
"'177015'","'usa'",28
"'177017'","'usa'",30
"'17702'","'germany'",21
"'177021'","'usa'",35
"'177034'","'canada'",25
"'177040'","'usa'",27
"'177050'","'usa'",0
"'17707'","'usa'",0
"'177070'","'usa'",0
"'177072'","'usa'",47
"'177073'","'usa'",0
"'177088'","'canada'",0
"'177089'","'usa'",54
"'177090'","'usa'",37
"'177091'","'usa'",36
"'177098'","'usa'",37
"'177103'","'canada'",34
"'177108'","'usa'",0
"'177113'","'usa'",47
"'177128'","'new zealand'",41
"'177157'","'usa'",0
"'177166'","'usa'",0
"'177180'","'usa'",39
"'177181'","'usa'",17
"'177186'","'usa'",42
"'177195'","'usa'",20
"'177209'","'usa'",30
"'17721'","'canada'",28
"'177233'","'usa'",23
"'177237'","'australia'",25
"'17724'","'canada'",0
"'17725'","'usa'",20
"'177252'","'canada'",20
"'17726'","'canada'",33
"'177262'","'usa'",25
"'177277'","'united kingdom'",30
"'177283'","'usa'",50
"'177284'","'usa'",30
"'177295'","'usa'",41
"'177316'","'usa'",0
"'177330'","'usa'",31
"'177346'","'usa'",35
"'177349'","'usa'",33
"'177363'","'usa'",28
"'177373'","'usa'",29
"'177374'","'usa'",0
"'177375'","'usa'",42
"'177386'","'usa'",52
"'177398'","'usa'",45
"'177399'","'usa'",0
"'17740'","'usa'",34
"'177401'","'malaysia'",23
"'177405'","'usa'",0
"'17742'","'usa'",39
"'177420'","'usa'",19
"'177427'","'usa'",0
"'177432'","'usa'",33
"'177435'","'usa'",42
"'177436'","'usa'",34
"'17744'","'canada'",0
"'177451'","'usa'",0
"'177458'","'canada'",29
"'177459'","'canada'",59
"'177492'","'usa'",25
"'177510'","'spain'",27
"'177531'","'usa'",40
"'177534'","'spain'",24
"'177556'","'germany'",23
"'177569'","'usa'",52
"'177573'","'usa'",0
"'177575'","'canada'",0
"'177590'","'usa'",49
"'177607'","'france'",26
"'17761'","'usa'",0
"'17763'","'usa'",14
"'177630'","'usa'",34
"'177634'","'usa'",0
"'177638'","'usa'",51
"'177654'","'canada'",0
"'17766'","'france'",34
"'177660'","'france'",0
"'177673'","'usa'",49
"'177683'","'usa'",0
"'177688'","'germany'",25
"'177690'","'usa'",27
"'177701'","'usa'",0
"'177703'","'usa'",18
"'177716'","'usa'",34
"'177728'","'germany'",47
"'177731'","'usa'",27
"'177764'","'australia'",32
"'17778'","'united kingdom'",0
"'177794'","'usa'",29
"'177838'","'usa'",0
"'177842'","'usa'",0
"'177850'","'united kingdom'",24
"'177858'","'canada'",58
"'177861'","''unknown''",0
"'177862'","'canada'",33
"'177874'","'canada'",0
"'177876'","'usa'",46
"'177879'","'usa'",22
"'17789'","'france'",26
"'177918'","'usa'",62
"'17792'","'germany'",40
"'177923'","'spain'",29
"'177932'","'usa'",44
"'177934'","'usa'",0
"'177940'","'united kingdom'",39
"'177945'","'usa'",0
"'177949'","'united kingdom'",18
"'177951'","'spain'",30
"'177968'","'usa'",0
"'177977'","'usa'",0
"'177980'","'usa'",0
"'177989'","'usa'",60
"'178003'","'spain'",23
"'178006'","'usa'",0
"'178012'","'usa'",0
"'178022'","'usa'",56
"'178028'","'usa'",0
"'178032'","'usa'",58
"'178035'","'canada'",81
"'178056'","'canada'",32
"'178058'","'canada'",0
"'178065'","'usa'",0
"'178069'","'usa'",61
"'178072'","'new zealand'",54
"'178077'","'spain'",20
"'178079'","'usa'",55
"'178084'","''unknown''",57
"'178088'","'usa'",63
"'178089'","'usa'",67
"'178093'","'canada'",0
"'178097'","'usa'",17
"'178101'","'usa'",58
"'178107'","'germany'",21
"'178112'","'usa'",51
"'178113'","'usa'",42
"'178130'","'usa'",45
"'178144'","'usa'",27
"'178151'","'usa'",58
"'178155'","'canada'",0
"'178160'","'usa'",0
"'178181'","'usa'",32
"'178183'","''unknown''",0
"'178194'","'usa'",34
"'178195'","'usa'",58
"'178199'","'usa'",0
"'178201'","''unknown''",0
"'178220'","'canada'",0
"'178223'","'usa'",34
"'178224'","'usa'",57
"'178229'","'usa'",47
"'178240'","'usa'",49
"'178248'","'usa'",45
"'178252'","'usa'",51
"'178254'","'usa'",43
"'178255'","'usa'",55
"'178265'","'usa'",56
"'178269'","'usa'",0
"'178295'","'usa'",0
"'178306'","'usa'",72
"'178322'","'usa'",66
"'178338'","'usa'",0
"'178348'","'usa'",0
"'178356'","'usa'",26
"'17836'","'usa'",17
"'178364'","'united kingdom'",22
"'178405'","'switzerland'",24
"'178412'","'usa'",0
"'178458'","''unknown''",66
"'178460'","'usa'",37
"'178467'","'usa'",53
"'178471'","'usa'",0
"'178478'","'canada'",33
"'178485'","'usa'",32
"'178491'","'canada'",0
"'178522'","''unknown''",0
"'178526'","'usa'",41
"'178533'","'usa'",50
"'178544'","'usa'",66
"'178558'","'germany'",0
"'178570'","'canada'",43
"'178587'","'usa'",56
"'17859'","'usa'",43
"'178597'","'usa'",0
"'178604'","'usa'",22
"'178625'","'usa'",0
"'178652'","'austria'",0
"'178666'","'usa'",0
"'178667'","'usa'",34
"'178668'","'usa'",28
"'178693'","'usa'",0
"'178695'","'usa'",0
"'17871'","'usa'",0
"'178710'","'usa'",0
"'178726'","'usa'",0
"'178730'","''unknown''",0
"'178733'","'usa'",43
"'178753'","'usa'",47
"'178758'","'spain'",18
"'17876'","'usa'",0
"'178768'","'usa'",0
"'178773'","'spain'",32
"'178797'","'portugal'",29
"'178837'","'usa'",59
"'178839'","'usa'",46
"'178880'","'usa'",0
"'178882'","'hong kong'",29
"'178886'","'germany'",24
"'178890'","'spain'",0
"'17890'","'usa'",17
"'178905'","'netherlands'",27
"'178914'","'usa'",0
"'178919'","'canada'",30
"'178920'","'usa'",31
"'178931'","'usa'",0
"'178936'","'netherlands'",30
"'17894'","'usa'",47
"'178950'","'usa'",0
"'178953'","'usa'",16
"'178961'","'usa'",0
"'178969'","'usa'",28
"'1790'","'usa'",25
"'179012'","'usa'",20
"'179015'","'netherlands'",32
"'179019'","''unknown''",0
"'179030'","'usa'",40
"'17906'","'usa'",61
"'179064'","'germany'",26
"'179067'","'usa'",0
"'179068'","'usa'",30
"'179075'","'usa'",82
"'179092'","'usa'",30
"'179095'","'united kingdom'",72
"'1791'","'usa'",0
"'17910'","'switzerland'",0
"'179118'","'usa'",28
"'179147'","'usa'",0
"'179165'","'usa'",43
"'17917'","'canada'",23
"'179170'","'usa'",50
"'1792'","'usa'",0
"'179216'","'spain'",25
"'179222'","'usa'",0
"'179256'","'portugal'",29
"'17926'","'usa'",0
"'179270'","'switzerland'",32
"'179279'","'netherlands'",46
"'179280'","'usa'",61
"'179288'","'usa'",50
"'179290'","'usa'",29
"'179293'","'usa'",0
"'179295'","'usa'",28
"'179321'","'usa'",29
"'179327'","'usa'",18
"'179346'","'new zealand'",63
"'179360'","'usa'",0
"'179383'","'usa'",0
"'179387'","'usa'",37
"'179390'","'usa'",39
"'179392'","'united kingdom'",25
"'179408'","'usa'",58
"'179414'","'usa'",0
"'179416'","''unknown''",0
"'179423'","'usa'",32
"'179429'","'usa'",0
"'179433'","'usa'",42
"'179438'","''unknown''",38
"'179439'","'usa'",46
"'179444'","'usa'",57
"'17950'","'malaysia'",32
"'179501'","'usa'",23
"'179518'","'usa'",0
"'179530'","'canada'",33
"'179532'","'usa'",24
"'179534'","'usa'",31
"'179553'","'usa'",35
"'179576'","'usa'",28
"'179591'","'usa'",57
"'179607'","'usa'",59
"'179624'","'spain'",31
"'179636'","'usa'",0
"'179641'","''unknown''",32
"'179648'","'usa'",27
"'179657'","'usa'",26
"'179659'","'canada'",0
"'179660'","'italy'",0
"'179688'","'usa'",56
"'17970'","'usa'",40
"'179708'","'usa'",0
"'179718'","''unknown''",39
"'179724'","'united kingdom'",0
"'179730'","'usa'",0
"'179733'","'usa'",26
"'179734'","'usa'",26
"'179739'","'canada'",42
"'179741'","'usa'",0
"'179744'","'usa'",26
"'179749'","'usa'",0
"'179757'","'usa'",33
"'179772'","'canada'",37
"'179791'","'australia'",22
"'179793'","'usa'",37
"'179797'","'usa'",43
"'179799'","'australia'",26
"'179812'","'united kingdom'",30
"'179826'","'united kingdom'",22
"'179843'","'usa'",0
"'179850'","'spain'",29
"'179853'","'germany'",30
"'179857'","'italy'",41
"'179859'","'usa'",0
"'179863'","'usa'",0
"'179873'","'spain'",17
"'179885'","'usa'",31
"'179904'","'canada'",0
"'179906'","'usa'",0
"'179910'","'germany'",0
"'179915'","''unknown''",29
"'179922'","'united kingdom'",28
"'179934'","'usa'",51
"'179939'","'spain'",27
"'179955'","'usa'",21
"'179978'","'usa'",28
"'179995'","'usa'",24
"'180002'","'canada'",0
"'18002'","'canada'",23
"'180032'","'usa'",0
"'18004'","'usa'",11
"'180042'","'canada'",63
"'180056'","'usa'",18
"'18012'","'iceland'",24
"'180120'","'usa'",53
"'180146'","'canada'",53
"'180150'","'usa'",33
"'18016'","'usa'",21
"'180164'","'italy'",35
"'180169'","'usa'",0
"'180180'","'usa'",24
"'180210'","'spain'",33
"'18028'","'usa'",0
"'180280'","'switzerland'",23
"'180284'","'usa'",0
"'180295'","'united kingdom'",0
"'180297'","'usa'",41
"'180305'","'usa'",55
"'180314'","'usa'",47
"'180316'","'spain'",17
"'180320'","'usa'",33
"'180348'","'usa'",40
"'180353'","'usa'",28
"'180355'","'usa'",0
"'180364'","'usa'",26
"'180376'","'canada'",28
"'180378'","'canada'",38
"'18038'","'usa'",29
"'180383'","'usa'",0
"'180386'","'greece'",36
"'180406'","'usa'",24
"'180407'","'canada'",0
"'180415'","'usa'",21
"'180416'","'usa'",0
"'180430'","'italy'",19
"'180436'","'spain'",51
"'180440'","'united kingdom'",28
"'180441'","'usa'",19
"'180445'","'usa'",0
"'180495'","'usa'",80
"'1805'","'usa'",0
"'180509'","'spain'",17
"'180522'","'usa'",24
"'180549'","'usa'",0
"'180558'","'italy'",32
"'180569'","'usa'",39
"'180571'","'germany'",52
"'180573'","'canada'",41
"'180580'","'usa'",0
"'180586'","'canada'",0
"'180591'","'portugal'",1
"'180617'","'germany'",41
"'180651'","'united kingdom'",54
"'180658'","'usa'",0
"'18067'","'malaysia'",33
"'180671'","'usa'",0
"'180719'","'france'",24
"'180722'","'usa'",19
"'180727'","'usa'",0
"'180733'","'usa'",21
"'180741'","'usa'",31
"'180754'","'usa'",0
"'180759'","'usa'",0
"'180772'","'usa'",61
"'180779'","'usa'",0
"'180801'","'usa'",36
"'180802'","'usa'",35
"'180815'","'usa'",35
"'18082'","'usa'",38
"'180832'","'usa'",49
"'180835'","'germany'",18
"'180840'","'usa'",33
"'180845'","'france'",36
"'180851'","''unknown''",0
"'180859'","'australia'",0
"'180860'","'canada'",0
"'180865'","'usa'",0
"'180876'","'usa'",0
"'180898'","'usa'",0
"'180913'","'usa'",0
"'180915'","'bulgaria'",35
"'180917'","'usa'",50
"'180919'","'usa'",68
"'180925'","'canada'",26
"'180926'","'canada'",0
"'180937'","'usa'",48
"'180941'","'australia'",0
"'180942'","'usa'",0
"'18095'","'usa'",30
"'180957'","'australia'",0
"'180958'","'italy'",34
"'18096'","''unknown''",0
"'180960'","'usa'",0
"'18097'","'germany'",27
"'180975'","'usa'",45
"'180981'","'usa'",0
"'180982'","'australia'",27
"'181011'","'canada'",0
"'181023'","'usa'",28
"'181026'","'canada'",30
"'181041'","'usa'",64
"'181049'","'australia'",1
"'181061'","'usa'",50
"'181068'","'usa'",39
"'181076'","'canada'",53
"'181077'","'canada'",35
"'181084'","'usa'",57
"'181103'","'usa'",25
"'181109'","'canada'",61
"'181117'","'usa'",0
"'181118'","'usa'",0
"'18112'","'usa'",0
"'181120'","'canada'",0
"'18114'","'usa'",47
"'181152'","'argentina'",55
"'181156'","'australia'",59
"'181165'","'usa'",39
"'181166'","'usa'",34
"'181176'","'usa'",43
"'181177'","'usa'",0
"'181191'","'usa'",63
"'1812'","'usa'",24
"'181200'","'usa'",55
"'181201'","'usa'",0
"'181207'","'usa'",0
"'181212'","'usa'",32
"'181223'","'usa'",0
"'181224'","'usa'",23
"'181229'","'usa'",0
"'181233'","'usa'",0
"'181238'","'usa'",50
"'181254'","'usa'",0
"'181255'","'usa'",26
"'181261'","'usa'",23
"'181266'","'usa'",24
"'181279'","'germany'",0
"'181296'","'canada'",40
"'181316'","''unknown''",36
"'18132'","'philippines'",26
"'181330'","''unknown''",27
"'18134'","'germany'",23
"'181368'","'canada'",0
"'181411'","'usa'",0
"'181429'","''unknown''",0
"'181436'","''unknown''",30
"'181443'","'usa'",17
"'181452'","'usa'",0
"'181473'","'usa'",14
"'181476'","'usa'",54
"'181484'","'united kingdom'",32
"'181496'","'usa'",3
"'181513'","'usa'",56
"'181514'","'usa'",23
"'181516'","''unknown''",0
"'181532'","'usa'",0
"'18155'","'australia'",26
"'181562'","'usa'",25
"'181573'","'united kingdom'",0
"'181598'","'canada'",0
"'181629'","'france'",25
"'18166'","'canada'",0
"'181666'","'usa'",40
"'18167'","'usa'",34
"'181681'","'usa'",26
"'181683'","'usa'",68
"'181687'","'usa'",29
"'181691'","'usa'",26
"'181714'","'usa'",28
"'18172'","'usa'",36
"'181722'","'usa'",21
"'18173'","''unknown''",34
"'181735'","''unknown''",26
"'181736'","'usa'",32
"'18176'","'usa'",0
"'181763'","'france'",29
"'181793'","'portugal'",25
"'181796'","'usa'",33
"'181811'","'usa'",27
"'181816'","'usa'",48
"'181834'","'usa'",29
"'181854'","'usa'",29
"'181856'","'usa'",49
"'181864'","'usa'",0
"'181870'","'malaysia'",13
"'181877'","'usa'",0
"'181879'","'united kingdom'",36
"'181884'","'germany'",24
"'181896'","'usa'",53
"'181913'","'spain'",30
"'181916'","'united kingdom'",0
"'181944'","'usa'",49
"'181948'","'usa'",47
"'181952'","'usa'",24
"'181956'","'usa'",21
"'181979'","'usa'",49
"'181984'","'usa'",18
"'181989'","'usa'",36
"'181995'","'belgium'",25
"'181997'","'usa'",19
"'182025'","'usa'",26
"'18203'","'usa'",0
"'182048'","'germany'",26
"'182053'","'canada'",30
"'182071'","'usa'",53
"'182084'","'usa'",28
"'182085'","'germany'",0
"'182086'","'germany'",0
"'182088'","'austria'",21
"'182093'","'usa'",15
"'182101'","'usa'",0
"'182117'","'usa'",0
"'182137'","'usa'",26
"'182154'","'canada'",0
"'182156'","'united kingdom'",33
"'182157'","'usa'",30
"'182164'","'usa'",9
"'182180'","'usa'",30
"'182183'","'australia'",26
"'182184'","'usa'",10
"'182202'","'usa'",20
"'182212'","'usa'",24
"'182220'","'australia'",0
"'182229'","'usa'",0
"'182238'","'usa'",33
"'182275'","'canada'",29
"'182295'","'usa'",0
"'182306'","'usa'",0
"'182318'","'usa'",19
"'182334'","'usa'",31
"'182345'","'germany'",25
"'182367'","'spain'",18
"'182382'","'usa'",0
"'182393'","'usa'",35
"'182403'","'usa'",35
"'182404'","'usa'",46
"'182414'","'usa'",25
"'182420'","'canada'",0
"'182423'","'usa'",0
"'182424'","'usa'",28
"'182425'","'usa'",26
"'182429'","'spain'",29
"'182442'","'usa'",0
"'182459'","'usa'",28
"'18247'","'usa'",0
"'182488'","'usa'",45
"'18250'","'usa'",31
"'182505'","'usa'",49
"'182506'","'usa'",40
"'182521'","'germany'",29
"'182526'","'usa'",0
"'182527'","'usa'",62
"'18254'","'canada'",34
"'182551'","'usa'",33
"'182552'","'usa'",37
"'182576'","'usa'",0
"'182577'","'france'",25
"'182599'","'canada'",35
"'182612'","'usa'",18
"'182642'","'france'",24
"'182720'","'united kingdom'",25
"'182727'","'canada'",0
"'182746'","'usa'",44
"'182781'","'usa'",54
"'182793'","'usa'",35
"'182818'","'usa'",16
"'182819'","'usa'",44
"'182829'","'usa'",0
"'182831'","'usa'",54
"'182838'","'usa'",26
"'182840'","'usa'",23
"'182847'","'usa'",40
"'182874'","'usa'",49
"'182879'","'usa'",32
"'182881'","'hungary'",23
"'182931'","'canada'",32
"'182939'","'usa'",34
"'18294'","'italy'",35
"'18296'","'usa'",0
"'182969'","'usa'",36
"'182987'","'spain'",0
"'182993'","'usa'",40
"'182994'","'usa'",0
"'183'","'portugal'",27
"'1830'","'united kingdom'",54
"'183006'","'usa'",32
"'183015'","'usa'",103
"'183016'","'australia'",0
"'183021'","'usa'",0
"'183046'","'canada'",0
"'183061'","'usa'",30
"'183071'","'usa'",0
"'183088'","'usa'",43
"'18309'","'france'",34
"'183101'","'usa'",15
"'183103'","'usa'",66
"'18311'","'usa'",0
"'183110'","'usa'",0
"'183122'","'usa'",0
"'183131'","'usa'",0
"'183132'","'usa'",0
"'183134'","''unknown''",0
"'183138'","''unknown''",0
"'183141'","'usa'",32
"'183142'","'usa'",0
"'183146'","'usa'",49
"'18316'","'usa'",0
"'183171'","'usa'",43
"'183176'","'usa'",37
"'183178'","'usa'",35
"'183187'","'usa'",48
"'183196'","'usa'",33
"'183200'","'usa'",37
"'183205'","'united kingdom'",22
"'183210'","'usa'",46
"'183213'","'germany'",27
"'18323'","'usa'",41
"'183246'","'usa'",21
"'183257'","'usa'",0
"'183277'","'usa'",38
"'183284'","'usa'",0
"'183287'","'france'",28
"'183300'","'united kingdom'",0
"'183302'","'usa'",0
"'183316'","'united kingdom'",0
"'18332'","'usa'",30
"'18333'","'usa'",53
"'183347'","'usa'",35
"'183351'","'portugal'",31
"'183371'","'germany'",28
"'18341'","'canada'",0
"'183436'","'usa'",24
"'183443'","'canada'",0
"'183446'","'usa'",26
"'183460'","'spain'",18
"'183472'","'usa'",0
"'183476'","'usa'",29
"'183482'","'usa'",0
"'183483'","'usa'",50
"'183508'","'usa'",0
"'183509'","'usa'",31
"'183524'","'germany'",19
"'183532'","'usa'",35
"'183537'","'usa'",0
"'183540'","'usa'",35
"'183541'","'usa'",0
"'183555'","'usa'",0
"'183566'","'usa'",0
"'183568'","'usa'",20
"'183572'","'usa'",29
"'183581'","'germany'",29
"'183584'","'usa'",0
"'183589'","'usa'",61
"'183597'","'usa'",0
"'183598'","'usa'",0
"'183618'","'usa'",0
"'18366'","'usa'",33
"'183664'","'usa'",0
"'183665'","'usa'",0
"'183677'","'usa'",33
"'183704'","'finland'",27
"'183722'","'usa'",41
"'183725'","'usa'",0
"'183730'","'usa'",24
"'183731'","'germany'",24
"'183739'","'usa'",0
"'183740'","'usa'",28
"'183752'","'australia'",27
"'183753'","'australia'",26
"'183758'","'usa'",36
"'183776'","'canada'",39
"'1838'","'usa'",0
"'183800'","'canada'",29
"'183816'","'usa'",0
"'183823'","'united kingdom'",44
"'183832'","'usa'",0
"'18384'","'spain'",37
"'183849'","'usa'",39
"'18385'","'usa'",33
"'183874'","''unknown''",0
"'183883'","'usa'",35
"'183905'","'usa'",0
"'183923'","'ireland'",0
"'183926'","'germany'",31
"'183931'","'usa'",0
"'183933'","'germany'",36
"'18395'","'usa'",44
"'183952'","'usa'",68
"'183958'","'australia'",57
"'183961'","'usa'",57
"'183963'","'canada'",27
"'183978'","'usa'",0
"'18398'","'germany'",28
"'183985'","'usa'",0
"'183995'","'usa'",49
"'18401'","''unknown''",0
"'184011'","'usa'",0
"'184021'","'usa'",0
"'184030'","'usa'",0
"'184058'","'usa'",56
"'184089'","'canada'",0
"'184103'","'canada'",30
"'18411'","'germany'",40
"'184112'","'canada'",32
"'18412'","'switzerland'",44
"'184121'","'usa'",37
"'184124'","'canada'",0
"'184132'","'usa'",0
"'184137'","'usa'",0
"'184139'","'united kingdom'",50
"'184148'","'usa'",0
"'184152'","'usa'",0
"'184154'","'usa'",42
"'184174'","'usa'",0
"'184186'","'germany'",30
"'184190'","'usa'",0
"'184195'","'usa'",46
"'184196'","'usa'",0
"'184202'","'usa'",32
"'184223'","'usa'",0
"'184228'","'spain'",39
"'184234'","'usa'",0
"'184235'","'usa'",0
"'184237'","'malaysia'",16
"'184241'","'japan'",0
"'184263'","'usa'",50
"'184266'","'usa'",23
"'184270'","'canada'",0
"'184272'","'usa'",0
"'184279'","'usa'",29
"'18428'","'germany'",36
"'18429'","'denmark'",0
"'184292'","'usa'",22
"'184299'","'usa'",31
"'184305'","''unknown''",64
"'184310'","'usa'",0
"'184319'","'usa'",13
"'18433'","'usa'",52
"'184348'","'usa'",44
"'184349'","'usa'",62
"'184350'","'usa'",56
"'184354'","'usa'",36
"'184360'","'usa'",24
"'184365'","'usa'",0
"'184377'","'switzerland'",44
"'184386'","'spain'",23
"'184389'","'usa'",31
"'18439'","'usa'",38
"'184401'","'united state'",55
"'184402'","'canada'",37
"'184417'","'belgium'",0
"'184421'","'netherlands'",24
"'184424'","'usa'",44
"'184435'","'usa'",21
"'18444'","'usa'",46
"'184452'","'united kingdom'",39
"'184465'","'usa'",33
"'184479'","'usa'",0
"'184482'","'usa'",0
"'184483'","'usa'",41
"'184485'","'usa'",30
"'184496'","'usa'",44
"'184500'","'usa'",0
"'184511'","'usa'",0
"'184513'","'usa'",61
"'184532'","'usa'",28
"'184547'","'usa'",46
"'184562'","'canada'",49
"'184573'","'united kingdom'",26
"'184587'","'usa'",55
"'184608'","'usa'",0
"'184629'","'usa'",0
"'184632'","'usa'",0
"'184636'","'usa'",21
"'184639'","'usa'",0
"'18464'","'italy'",32
"'184661'","'netherlands'",0
"'184684'","'usa'",24
"'184699'","'usa'",0
"'184702'","'usa'",0
"'184706'","'canada'",0
"'184709'","''unknown''",39
"'184717'","'usa'",27
"'184729'","'usa'",23
"'184748'","'usa'",51
"'18476'","'usa'",0
"'184777'","'usa'",32
"'184789'","'canada'",34
"'1848'","'usa'",22
"'184845'","'italy'",23
"'184855'","'spain'",25
"'184864'","'usa'",22
"'18487'","'canada'",0
"'184870'","'usa'",48
"'184871'","'germany'",27
"'184885'","'france'",18
"'184890'","'usa'",32
"'184891'","'usa'",50
"'184904'","'usa'",22
"'184918'","'canada'",35
"'184925'","'usa'",0
"'184930'","'united kingdom'",47
"'184933'","'usa'",0
"'18494'","'belgium'",34
"'184985'","'portugal'",28
"'18499'","'united kingdom'",26
"'184990'","'portugal'",27
"'185006'","'usa'",50
"'185011'","'usa'",42
"'185027'","'usa'",0
"'18503'","''unknown''",0
"'185056'","''unknown''",28
"'185058'","'usa'",0
"'185071'","'usa'",33
"'185087'","'usa'",41
"'185113'","''unknown''",0
"'185115'","'usa'",40
"'185119'","'spain'",19
"'185123'","'ireland'",31
"'185136'","'usa'",0
"'185137'","''unknown''",30
"'185138'","'usa'",34
"'185140'","'malaysia'",29
"'185147'","'usa'",33
"'18515'","'usa'",0
"'185154'","'usa'",50
"'185163'","''unknown''",0
"'185176'","'usa'",37
"'18519'","'usa'",0
"'185233'","'usa'",31
"'185235'","'usa'",23
"'185244'","'usa'",0
"'185248'","'germany'",27
"'185252'","'usa'",39
"'185254'","'usa'",30
"'185258'","'canada'",0
"'185263'","'usa'",30
"'18527'","'iran'",45
"'185275'","'usa'",32
"'185276'","'usa'",50
"'185282'","'usa'",0
"'185287'","'germany'",20
"'185288'","'canada'",0
"'185296'","'usa'",51
"'185299'","'usa'",0
"'185302'","'spain'",33
"'185308'","'united kingdom'",0
"'185313'","'usa'",49
"'185322'","'usa'",37
