"userid","gender","age","country","year"
"'89657'","m",32,"'United States'","'2007'"
"'89666'","f",19,"'United States'","'2008'"
"'89667'","m",33,"'United States'","'2006'"
"'89669'","o",0,"'United States'","'2006'"
"'89670'","m",29,"'United Kingdom'","'2008'"
"'89684'","f",22,"'United States'","'2006'"
"'89705'","m",32,"'United Kingdom'","'2007'"
"'89707'","m",23,"'Belgium'","'2004'"
"'89713'","f",20,"'Mexico'","'2008'"
"'89725'","m",19,"'Norway'","'2007'"
"'89730'","o",22,"'United States'","'2009'"
"'89735'","m",62,"'Germany'","'2008'"
"'89745'","m",31,"'United States'","'2007'"
"'89764'","m",23,"'United States'","'2008'"
"'89768'","m",109,"'United States'","'2007'"
"'89788'","f",19,"'Poland'","'2006'"
"'89806'","m",0,"'Denmark'","'2009'"
"'89809'","o",0,"'Brazil'","'2008'"
"'89814'","m",22,"'Canada'","'2008'"
"'89819'","m",23,"'Poland'","'2009'"
"'89822'","m",27,"'Sweden'","'2006'"
"'89839'","m",23,"'Netherlands'","'2008'"
"'89854'","f",16,"'Denmark'","'2006'"
"'89861'","f",17,"'Germany'","'2007'"
"'89874'","m",25,"'Netherlands'","'2007'"
"'89941'","m",22,"'Viet Nam'","'2007'"
"'89951'","m",23,"'Chile'","'2008'"
"'89954'","m",29,"'Portugal'","'2006'"
"'89968'","m",0,"'Russian Federation'","'2008'"
"'89978'","m",36,"'Italy'","'2008'"
"'89982'","m",27,"'Italy'","'2008'"
"'90002'","m",22,"'Romania'","'2006'"
"'90027'","o",0,"'Germany'","'2007'"
"'90048'","m",0,"'United States'","'2009'"
"'90051'","f",20,"'Finland'","'2007'"
"'90062'","f",0,"'Germany'","'2007'"
"'90064'","f",0,"'Germany'","'2008'"
"'90089'","m",22,"'Poland'","'2007'"
"'90091'","f",22,"'Greece'","'2008'"
"'90103'","f",18,"'United States'","'2007'"
"'90109'","m",24,"'Australia'","'2006'"
"'90111'","m",36,"'Italy'","'2008'"
"'90117'","m",0,"'Costa Rica'","'2008'"
"'90133'","m",37,"'Norway'","'2006'"
"'90138'","o",0,"'United Kingdom'","'2006'"
"'90146'","m",0,"'Ukraine'","'2007'"
"'90165'","f",25,"'United States'","'2006'"
"'90180'","m",16,"'Lithuania'","'2008'"
"'90192'","m",0,"'United Kingdom'","'2008'"
"'90195'","o",15,"'Poland'","'2008'"
"'90196'","m",52,"'Russian Federation'","'2009'"
"'90201'","f",26,"'United States'","'2008'"
"'90213'","f",17,"'United States'","'2007'"
"'90253'","m",0,"'Chile'","'2008'"
"'90255'","f",0,"'France'","'2006'"
"'90262'","f",22,"'United Kingdom'","'2005'"
"'90280'","m",22,"'Czech Republic'","'2007'"
"'90296'","m",0,"'United States'","'2005'"
"'90311'","m",20,"'Sweden'","'2006'"
"'90360'","f",0,"'Bulgaria'","'2007'"
"'90363'","m",21,"'Germany'","'2007'"
"'90377'","f",18,"'United Kingdom'","'2007'"
"'90381'","m",39,"'United States'","'2003'"
"'90385'","m",19,"'Norway'","'2006'"
"'90405'","m",20,"'United States'","'2007'"
"'90418'","m",19,"'Germany'","'2008'"
"'90440'","m",19,"'Ukraine'","'2009'"
"'90444'","m",0,"'Finland'","'2007'"
"'90446'","m",27,"'Netherlands'","'2006'"
"'90473'","f",20,"'Russian Federation'","'2008'"
"'90475'","f",21,"'Croatia'","'2007'"
"'90491'","o",22,"'United States'","'2007'"
"'90505'","m",0,"'Netherlands'","'2008'"
"'90527'","o",25,"'United States'","'2007'"
"'90528'","m",26,"'Germany'","'2004'"
"'90538'","f",28,"'United States'","'2007'"
"'90550'","m",24,"'Austria'","'2006'"
"'90585'","f",27,"'United States'","'2006'"
"'90600'","m",21,"'Guatemala'","'2008'"
"'90621'","m",26,"'Brazil'","'2007'"
"'90639'","f",26,"'United States'","'2007'"
"'90642'","f",25,"'United Kingdom'","'2008'"
"'90651'","f",28,"'United States'","'2008'"
"'90652'","m",42,"'Netherlands'","'2008'"
"'90659'","m",22,"'Finland'","'2008'"
"'90687'","f",0,"'United States'","'2005'"
"'90708'","m",27,"'Sweden'","'2009'"
"'90712'","m",19,"'Germany'","'2006'"
"'90753'","m",35,"'United States'","'2005'"
"'90755'","m",28,"'Canada'","'2006'"
"'90760'","m",18,"'United States'","'2006'"
"'90764'","m",23,"'Germany'","'2007'"
"'90768'","f",19,"'United States'","'2006'"
"'90770'","m",19,"'United Kingdom'","'2007'"
"'90774'","f",16,"'Australia'","'2007'"
"'90780'","f",0,"'Poland'","'2008'"
"'90785'","m",17,"'United Kingdom'","'2007'"
"'90797'","o",109,"'Norway'","'2009'"
"'90800'","f",19,"'United States'","'2008'"
"'90827'","f",0,"'Sweden'","'2006'"
"'90838'","m",40,"'Australia'","'2006'"
"'90842'","o",28,"'Bouvet Island'","'2005'"
"'90847'","m",22,"'United States'","'2004'"
"'90857'","m",20,"'United States'","'2007'"
"'90881'","m",26,"'Finland'","'2005'"
"'90889'","m",23,"'Norway'","'2008'"
"'90896'","f",0,"'Northern Mariana Islands'","'2007'"
"'90907'","f",20,"'Germany'","'2008'"
"'90920'","m",16,"'Bulgaria'","'2007'"
"'90921'","f",17,"'United States'","'2006'"
"'90924'","m",19,"'Jamaica'","'2008'"
"'90940'","m",0,"'Poland'","'2006'"
"'90947'","m",26,"'Poland'","'2008'"
"'90964'","m",17,"'Finland'","'2008'"
"'90966'","f",0,"'Canada'","'2007'"
"'90968'","m",29,"'Holy See (Vatican City State)'","'2005'"
"'90984'","m",23,"'Poland'","'2004'"
"'90990'","f",21,"'Turkey'","'2007'"
"'91002'","m",0,"'United Kingdom'","'2008'"
"'91005'","m",23,"'Turkey'","'2008'"
"'91008'","f",20,"'Russian Federation'","'2009'"
"'91012'","o",0,"'Israel'","'2008'"
"'91015'","m",21,"'Spain'","'2007'"
"'91023'","f",19,"'Poland'","'2008'"
"'91025'","f",0,"'United States'","'2008'"
"'91028'","m",0,"'United States'","'2009'"
"'91031'","m",22,"'United States'","'2008'"
"'91037'","o",32,"'United States'","'2005'"
"'91057'","m",25,"'Israel'","'2004'"
"'91094'","m",0,"'Austria'","'2007'"
"'91101'","f",21,"'United States'","'2006'"
"'91118'","m",37,"'United States'","'2006'"
"'91136'","o",0,"'United Kingdom'","'2006'"
"'91163'","o",20,"'Netherlands'","'2008'"
"'91169'","f",23,"'Bahamas'","'2006'"
"'91170'","f",18,"'Brazil'","'2007'"
"'91173'","f",21,"'Russian Federation'","'2007'"
"'91174'","f",21,"'United States'","'2007'"
"'91177'","m",0,"'United States'","'2007'"
"'91183'","m",22,"'Spain'","'2008'"
"'91185'","m",17,"'Finland'","'2007'"
"'91186'","f",0,"'Russian Federation'","'2006'"
"'91209'","m",0,"'United States'","'2009'"
"'91211'","m",44,"'Spain'","'2006'"
"'91213'","m",28,"'Brazil'","'2008'"
"'91214'","f",18,"'Chile'","'2005'"
"'91229'","m",0,"'United Kingdom'","'2008'"
"'91231'","m",17,"'Germany'","'2008'"
"'91246'","m",18,"'Poland'","'2007'"
"'91249'","m",17,"'Israel'","'2007'"
"'91251'","f",18,"'Finland'","'2008'"
"'91262'","f",20,"'United Kingdom'","'2007'"
"'91265'","o",61,"'United States'","'2008'"
"'91276'","f",19,"'Taiwan'","'2008'"
"'91285'","m",18,"'Mexico'","'2008'"
"'91294'","f",24,"'Russian Federation'","'2005'"
"'91345'","m",27,"'United States'","'2007'"
"'91363'","m",26,"'United States'","'2008'"
"'91383'","o",0,"'France'","'2008'"
"'91409'","m",0,"'Canada'","'2007'"
"'91415'","m",16,"'Israel'","'2006'"
"'91430'","f",17,"'Germany'","'2007'"
"'91433'","m",18,"'Germany'","'2008'"
"'91440'","m",22,"'United Kingdom'","'2006'"
"'91459'","m",21,"'Germany'","'2008'"
"'91485'","m",27,"'Croatia'","'2008'"
"'91508'","m",43,"'United States'","'2006'"
"'91547'","m",17,"'Germany'","'2008'"
"'91556'","f",20,"'United States'","'2008'"
"'91565'","f",0,"'United Kingdom'","'2006'"
"'91571'","f",0,"'Germany'","'2008'"
"'91574'","o",20,"'Poland'","'2008'"
"'91578'","m",36,"'Norway'","'2008'"
"'91580'","m",18,"'United Kingdom'","'2006'"
"'91585'","m",16,"'Poland'","'2008'"
"'91590'","m",34,"'Germany'","'2005'"
"'91597'","f",20,"'Brazil'","'2009'"
"'91600'","m",21,"'United States'","'2006'"
"'91611'","f",20,"'Norway'","'2006'"
"'91615'","f",20,"'United States'","'2005'"
"'91616'","m",42,"'Switzerland'","'2008'"
"'91619'","m",20,"'Netherlands'","'2005'"
"'91625'","f",23,"'Russian Federation'","'2008'"
"'91642'","m",38,"'United Kingdom'","'2007'"
"'91662'","m",19,"'Canada'","'2008'"
"'91681'","m",27,"'United Kingdom'","'2008'"
"'91685'","m",39,"'Canada'","'2006'"
"'91719'","m",16,"'United States'","'2007'"
"'91722'","m",37,"'United States'","'2006'"
"'91723'","m",58,"'Germany'","'2008'"
"'91745'","m",19,"'United Kingdom'","'2007'"
"'91749'","m",18,"'United States'","'2007'"
"'91775'","m",19,"'United States'","'2008'"
"'91794'","m",27,"'Canada'","'2005'"
"'91801'","m",43,"'Netherlands'","'2008'"
"'91812'","f",0,"'Australia'","'2008'"
"'91816'","m",0,"'Poland'","'2007'"
"'91822'","m",0,"'France'","'2009'"
"'91830'","f",0,"'United States'","'2007'"
"'91833'","m",21,"'Poland'","'2006'"
"'91837'","f",28,"'France'","'2008'"
"'91850'","f",0,"'Belgium'","'2009'"
"'91851'","m",19,"'Poland'","'2007'"
"'91858'","f",19,"'United States'","'2006'"
"'91860'","m",47,"'United States'","'2008'"
"'91864'","m",37,"'United Kingdom'","'2008'"
"'91868'","f",25,"'Luxembourg'","'2006'"
"'91872'","m",19,"'Switzerland'","'2005'"
"'91873'","m",0,"'United Kingdom'","'2008'"
"'91875'","m",32,"'Germany'","'2007'"
"'91881'","m",22,"'United Kingdom'","'2009'"
"'91887'","m",18,"'United States'","'2007'"
"'91901'","m",26,"'Italy'","'2007'"
"'91922'","m",0,"'Norway'","'2005'"
"'91933'","m",26,"'United Kingdom'","'2007'"
"'91941'","m",21,"'United States'","'2006'"
"'91946'","m",22,"'Russian Federation'","'2008'"
"'91949'","m",0,"'Portugal'","'2007'"
"'91963'","m",0,"'United Kingdom'","'2005'"
"'91965'","m",23,"'Philippines'","'2008'"
"'91966'","m",25,"'United Kingdom'","'2006'"
"'91968'","m",18,"'Sweden'","'2009'"
"'91974'","f",30,"'Finland'","'2005'"
"'91981'","m",19,"'Germany'","'2008'"
"'91995'","o",27,"'Germany'","'2006'"
"'92006'","f",20,"'Romania'","'2007'"
"'92013'","m",24,"'Saint Pierre and Miquelon'","'2008'"
"'92023'","m",0,"'Sweden'","'2007'"
"'92058'","m",22,"'Netherlands'","'2007'"
"'92060'","m",19,"'Ukraine'","'2006'"
"'92067'","f",27,"'United States'","'2005'"
"'92070'","m",18,"'Chile'","'2008'"
"'92074'","m",0,"'Germany'","'2009'"
"'92111'","m",23,"'United Kingdom'","'2008'"
"'92112'","m",19,"'Germany'","'2006'"
"'92128'","m",37,"'India'","'2005'"
"'92148'","m",0,"'United States'","'2007'"
"'92151'","m",0,"'Canada'","'2008'"
"'92173'","f",20,"'United States'","'2007'"
"'92177'","m",22,"'Argentina'","'2006'"
"'92190'","o",35,"'France'","'2006'"
"'92204'","m",24,"'Finland'","'2007'"
"'92206'","m",0,"'Puerto Rico'","'2008'"
"'92216'","f",0,"'Germany'","'2008'"
"'92232'","m",26,"'Germany'","'2007'"
"'92260'","m",14,"'Netherlands'","'2008'"
"'92262'","m",0,"'United Kingdom'","'2007'"
"'92286'","m",22,"'Poland'","'2006'"
"'92295'","o",0,"'Finland'","'2007'"
"'92309'","m",0,"'Germany'","'2007'"
"'92325'","m",27,"'Brazil'","'2006'"
"'92338'","f",25,"'United Kingdom'","'2009'"
"'92341'","m",26,"'United States'","'2005'"
"'92345'","m",24,"'Norway'","'2006'"
"'92349'","f",18,"'Turkey'","'2008'"
"'92366'","m",23,"'United States'","'2007'"
"'92379'","m",17,"'Philippines'","'2008'"
"'92381'","m",0,"'Poland'","'2007'"
"'92388'","m",0,"'Netherlands'","'2008'"
"'92418'","m",21,"'Russian Federation'","'2009'"
"'92425'","o",0,"'United States'","'2006'"
"'92431'","m",22,"'United States'","'2006'"
"'92443'","m",35,"'Netherlands'","'2007'"
"'92458'","f",0,"'Switzerland'","'2007'"
"'92472'","m",28,"'Spain'","'2005'"
"'92484'","m",21,"'New Zealand'","'2005'"
"'92485'","m",18,"'Germany'","'2009'"
"'92492'","m",21,"'Brazil'","'2008'"
"'92493'","m",24,"'Brazil'","'2008'"
"'92519'","m",35,"'United States'","'2008'"
"'92561'","f",16,"'Spain'","'2008'"
"'92572'","o",28,"'Mexico'","'2007'"
"'92587'","m",26,"'United Kingdom'","'2008'"
"'92588'","m",0,"'United States'","'2005'"
"'92594'","m",37,"'Chile'","'2007'"
"'92603'","m",23,"'Czech Republic'","'2008'"
"'92624'","m",23,"'Belgium'","'2004'"
"'92632'","m",49,"'Brazil'","'2008'"
"'92642'","m",35,"'United Kingdom'","'2007'"
"'92648'","f",18,"'Singapore'","'2007'"
"'92658'","m",0,"'United States'","'2006'"
"'92671'","m",22,"'United States'","'2006'"
"'92681'","m",41,"'United States'","'2006'"
"'92689'","f",19,"'United States'","'2006'"
"'92723'","m",0,"'Brazil'","'2008'"
"'92734'","f",0,"'United States'","'2008'"
"'92742'","o",0,"'United States'","'2005'"
"'92747'","f",16,"'United Kingdom'","'2007'"
"'92765'","m",25,"'Brazil'","'2007'"
"'92778'","m",20,"'Netherlands'","'2008'"
"'92795'","m",0,"'Germany'","'2007'"
"'92799'","m",0,"'Germany'","'2007'"
"'92806'","f",20,"'United Kingdom'","'2007'"
"'92815'","o",26,"'Poland'","'2008'"
"'92817'","m",0,"'Spain'","'2005'"
"'92822'","m",19,"'Germany'","'2006'"
"'92824'","m",37,"'United Kingdom'","'2005'"
"'92825'","f",0,"'Germany'","'2008'"
"'92845'","m",23,"'Netherlands'","'2005'"
"'92863'","f",31,"'Germany'","'2008'"
"'92869'","f",20,"'United States'","'2007'"
"'92923'","o",23,"'United States'","'2005'"
"'92928'","m",1,"'United States'","'2008'"
"'92934'","f",19,"'United States'","'2008'"
"'92945'","m",0,"'United States'","'2008'"
"'92954'","m",18,"'Brazil'","'2008'"
"'92957'","m",19,"'Brazil'","'2007'"
"'92966'","m",29,"'Germany'","'2003'"
"'92988'","f",23,"'United States'","'2007'"
"'92990'","f",16,"'United States'","'2008'"
"'93004'","m",26,"'Germany'","'2006'"
"'93023'","m",28,"'United States'","'2007'"
"'93029'","m",23,"'United Kingdom'","'2005'"
"'93033'","o",0,"'United States'","'2007'"
"'93035'","m",25,"'United States'","'2005'"
"'93044'","m",23,"'Canada'","'2005'"
"'93047'","m",0,"'Canada'","'2008'"
"'93051'","m",0,"'United States'","'2008'"
"'93066'","m",28,"'Israel'","'2007'"
"'93071'","f",33,"'Netherlands'","'2008'"
"'93073'","f",19,"'Poland'","'2008'"
"'93076'","o",0,"'Australia'","'2008'"
"'93096'","m",64,"'United Kingdom'","'2009'"
"'93099'","m",15,"'Poland'","'2008'"
"'93102'","m",21,"'United States'","'2007'"
"'93106'","m",21,"'Poland'","'2008'"
"'93113'","m",21,"'Turkey'","'2009'"
"'93127'","m",22,"'Poland'","'2007'"
"'93189'","m",26,"'Costa Rica'","'2007'"
"'93203'","m",21,"'Portugal'","'2009'"
"'93204'","m",22,"'United Kingdom'","'2007'"
"'93206'","m",17,"'Estonia'","'2006'"
"'93212'","m",20,"'Serbia'","'2005'"
"'93223'","m",19,"'Norway'","'2006'"
"'93249'","m",35,"'United States'","'2006'"
"'93252'","o",0,"'United States'","'2006'"
"'93266'","o",23,"'Spain'","'2007'"
"'93269'","m",27,"'France'","'2006'"
"'93272'","m",34,"'United States'","'2009'"
"'93274'","f",20,"'Mexico'","'2008'"
"'93275'","m",21,"'Australia'","'2006'"
"'93346'","f",45,"'United States'","'2004'"
"'93350'","m",41,"'United Kingdom'","'2005'"
"'93376'","f",26,"'Estonia'","'2006'"
"'93377'","m",25,"'Spain'","'2006'"
"'93380'","m",0,"'Netherlands'","'2005'"
"'93395'","m",21,"'United Kingdom'","'2007'"
"'93402'","m",25,"'Slovenia'","'2007'"
"'93407'","m",24,"'Turkey'","'2007'"
"'93414'","m",36,"'Germany'","'2007'"
"'93428'","m",37,"'Sweden'","'2006'"
"'93438'","m",22,"'Australia'","'2007'"
"'93459'","m",18,"'Sweden'","'2008'"
"'93476'","f",18,"'Croatia'","'2007'"
"'93492'","m",32,"'United Kingdom'","'2007'"
"'93518'","m",35,"'Belgium'","'2008'"
"'93534'","m",0,"'United Kingdom'","'2008'"
"'93537'","m",17,"'Brazil'","'2007'"
"'93542'","m",0,"'United States'","'2007'"
"'93556'","f",26,"'Spain'","'2008'"
"'93565'","o",19,"'United Kingdom'","'2008'"
"'93576'","f",13,"'Poland'","'2009'"
"'93578'","f",0,"'Sweden'","'2006'"
"'93579'","f",21,"'Germany'","'2006'"
"'93611'","f",0,"'Australia'","'2008'"
"'93617'","f",39,"'Turkey'","'2006'"
"'93625'","f",0,"'Australia'","'2008'"
"'93655'","f",19,"'Brazil'","'2006'"
"'93693'","m",23,"'Tunisia'","'2009'"
"'93694'","m",21,"'United States'","'2005'"
"'93696'","m",0,"'United States'","'2006'"
"'93707'","o",0,"'United States'","'2008'"
"'93711'","m",23,"'Portugal'","'2008'"
"'93728'","m",99,"'Poland'","'2008'"
"'93746'","m",20,"'Ukraine'","'2007'"
"'93754'","o",0,"'Czech Republic'","'2008'"
"'93759'","m",23,"'Australia'","'2007'"
"'93760'","m",25,"'United States'","'2007'"
"'93768'","o",0,"'United Kingdom'","'2007'"
"'93769'","m",49,"'United Kingdom'","'2009'"
"'93793'","m",34,"'United States'","'2006'"
"'93794'","o",0,"'United States'","'2008'"
"'93810'","m",29,"'Poland'","'2005'"
"'93811'","m",18,"'Finland'","'2008'"
"'93816'","f",21,"'Poland'","'2007'"
"'93827'","f",23,"'United States'","'2005'"
"'93845'","f",20,"'Brazil'","'2008'"
"'93857'","m",0,"'United States'","'2008'"
"'93871'","m",26,"'United States'","'2005'"
"'93881'","m",22,"'Russian Federation'","'2007'"
"'93883'","m",25,"'United States'","'2007'"
"'93884'","f",20,"'Brazil'","'2008'"
"'93886'","m",0,"'Norway'","'2007'"
"'93893'","f",26,"'Mexico'","'2008'"
"'93914'","m",28,"'United States'","'2007'"
"'93940'","m",16,"'Portugal'","'2007'"
"'93945'","m",23,"'Poland'","'2007'"
"'93961'","m",21,"'United States'","'2007'"
"'93963'","f",24,"'United States'","'2005'"
"'93978'","o",21,"'United States'","'2008'"
"'93981'","m",23,"'Germany'","'2007'"
"'94004'","m",40,"'Cuba'","'2008'"
"'94006'","m",19,"'Sweden'","'2008'"
"'94012'","m",22,"'Australia'","'2007'"
"'94021'","m",0,"'Germany'","'2008'"
"'94052'","m",24,"'Germany'","'2005'"
"'94061'","f",42,"'United Kingdom'","'2009'"
"'94078'","m",29,"'France'","'2004'"
"'94082'","m",17,"'Estonia'","'2008'"
"'94093'","m",18,"'Japan'","'2008'"
"'94094'","m",0,"'Canada'","'2008'"
"'94111'","m",20,"'Russian Federation'","'2007'"
"'94112'","m",0,"'Singapore'","'2008'"
"'94113'","m",24,"'United States'","'2008'"
"'94124'","o",17,"'Spain'","'2008'"
"'94129'","m",19,"'Germany'","'2009'"
"'94140'","m",0,"'Brazil'","'2007'"
"'94168'","m",21,"'Sweden'","'2008'"
"'94177'","m",0,"'Finland'","'2007'"
"'94228'","m",20,"'United States'","'2008'"
"'94230'","f",21,"'Bulgaria'","'2007'"
"'94231'","m",0,"'Estonia'","'2006'"
"'94241'","m",24,"'United States'","'2005'"
"'94252'","m",31,"'Russian Federation'","'2007'"
"'94257'","m",0,"'Sweden'","'2008'"
"'94262'","m",34,"'United States'","'2005'"
"'94271'","m",28,"'United States'","'2009'"
"'94276'","o",0,"'United States'","'2005'"
"'94281'","m",28,"'Thailand'","'2007'"
"'94285'","m",0,"'Czech Republic'","'2006'"
"'94294'","f",0,"'United States'","'2007'"
"'94305'","m",19,"'Italy'","'2008'"
"'94308'","m",25,"'United States'","'2005'"
"'94317'","m",23,"'Germany'","'2006'"
"'94321'","f",43,"'Netherlands'","'2008'"
"'94329'","m",0,"'Germany'","'2007'"
"'94338'","f",29,"'Poland'","'2005'"
"'94373'","m",23,"'Mexico'","'2006'"
"'94396'","m",33,"'Norway'","'2005'"
"'94417'","o",37,"'United States'","'2005'"
"'94421'","m",18,"'Netherlands'","'2009'"
"'94442'","m",21,"'Netherlands'","'2005'"
"'94456'","m",32,"'United Kingdom'","'2006'"
"'94457'","m",0,"'Russian Federation'","'2006'"
"'94485'","m",31,"'Estonia'","'2008'"
"'94494'","f",17,"'Canada'","'2008'"
"'94500'","m",0,"'Canada'","'2007'"
"'94518'","m",19,"'United States'","'2008'"
"'94532'","f",23,"'United Kingdom'","'2005'"
"'94533'","f",20,"'United States'","'2007'"
"'94537'","m",0,"'Czech Republic'","'2005'"
"'94542'","m",26,"'Poland'","'2007'"
"'94556'","m",29,"'Spain'","'2005'"
"'94583'","f",24,"'United States'","'2006'"
"'94601'","m",20,"'United States'","'2008'"
"'94603'","f",0,"'United Kingdom'","'2008'"
"'94618'","m",23,"'United Kingdom'","'2007'"
"'94633'","m",17,"'United Kingdom'","'2008'"
"'94636'","m",56,"'United States'","'2006'"
"'94642'","m",26,"'Sweden'","'2005'"
"'94646'","m",40,"'Guatemala'","'2008'"
"'94660'","m",19,"'New Zealand'","'2007'"
"'94675'","f",38,"'Spain'","'2007'"
"'94679'","m",36,"'Russian Federation'","'2006'"
"'94681'","o",23,"'United States'","'2008'"
"'94695'","m",24,"'Czech Republic'","'2005'"
"'94707'","m",0,"'Italy'","'2008'"
"'94711'","m",29,"'Belgium'","'2007'"
"'94716'","m",18,"'United Kingdom'","'2008'"
"'94725'","m",19,"'Brazil'","'2008'"
"'94736'","m",21,"'Slovakia'","'2007'"
"'94740'","m",32,"'Netherlands'","'2006'"
"'94742'","m",26,"'Turkey'","'2006'"
"'94759'","m",24,"'Ukraine'","'2007'"
"'94782'","m",28,"'Portugal'","'2008'"
"'94790'","m",29,"'Canada'","'2006'"
"'94813'","f",22,"'Italy'","'2007'"
"'94832'","m",28,"'United Kingdom'","'2005'"
"'94849'","m",24,"'Finland'","'2008'"
"'94851'","m",20,"'United States'","'2009'"
"'94854'","f",33,"'United Kingdom'","'2008'"
"'94856'","f",19,"'United States'","'2007'"
"'94860'","m",22,"'United States'","'2006'"
"'94861'","f",18,"'Germany'","'2007'"
"'94862'","m",27,"'Malaysia'","'2005'"
"'94864'","m",32,"'United States'","'2006'"
"'94869'","f",39,"'United States'","'2006'"
"'94878'","o",0,"'Austria'","'2008'"
"'94880'","m",34,"'Greece'","'2007'"
"'94900'","f",0,"'United States'","'2007'"
"'94907'","m",21,"'Nigeria'","'2007'"
"'94917'","f",16,"'Czech Republic'","'2008'"
"'94927'","m",29,"'Slovakia'","'2007'"
"'94928'","o",0,"'Mexico'","'2008'"
"'94942'","f",21,"'Australia'","'2006'"
"'94943'","f",0,"'Italy'","'2007'"
"'94954'","m",27,"'Netherlands'","'2008'"
"'94967'","f",19,"'Finland'","'2008'"
"'94970'","m",15,"'Russian Federation'","'2008'"
"'94974'","m",30,"'Croatia'","'2006'"
"'94995'","f",18,"'Russian Federation'","'2008'"
"'95012'","f",22,"'Australia'","'2008'"
"'95013'","f",20,"'Finland'","'2006'"
"'95024'","m",25,"'United Kingdom'","'2005'"
"'95033'","f",20,"'Belgium'","'2008'"
"'95037'","m",16,"'Martinique'","'2008'"
"'95050'","m",33,"'United Kingdom'","'2009'"
"'95072'","m",18,"'Latvia'","'2008'"
"'95074'","o",38,"'United Kingdom'","'2009'"
"'95080'","f",17,"'Romania'","'2008'"
"'95083'","m",24,"'Netherlands'","'2008'"
"'95091'","m",21,"'Chile'","'2007'"
"'95120'","m",21,"'Macedonia'","'2009'"
"'95122'","m",30,"'Portugal'","'2007'"
"'95141'","m",0,"'United States'","'2007'"
"'95177'","f",0,"'United Kingdom'","'2009'"
"'95187'","m",19,"'United States'","'2006'"
"'95188'","m",38,"'United States'","'2006'"
"'95192'","m",19,"'United States'","'2008'"
"'95195'","f",21,"'Turkey'","'2008'"
"'95200'","m",30,"'France'","'2006'"
"'95207'","f",18,"'Australia'","'2009'"
"'95210'","m",0,"'Kazakhstan'","'2007'"
"'95212'","m",21,"'Russian Federation'","'2008'"
"'95227'","m",20,"'Brazil'","'2009'"
"'95229'","m",0,"'Fiji'","'2004'"
"'95230'","m",21,"'Germany'","'2006'"
"'95239'","m",0,"'United Kingdom'","'2006'"
"'95258'","m",34,"'Italy'","'2007'"
"'95267'","m",29,"'Turkey'","'2006'"
"'95272'","m",48,"'Spain'","'2006'"
"'95279'","m",20,"'United States'","'2005'"
"'95305'","o",0,"'Taiwan'","'2006'"
"'95307'","m",25,"'United Kingdom'","'2006'"
"'95309'","m",18,"'Czech Republic'","'2008'"
"'95324'","f",0,"'Germany'","'2008'"
"'95343'","o",23,"'Sweden'","'2008'"
"'95362'","m",24,"'Russian Federation'","'2007'"
"'95363'","m",44,"'Spain'","'2007'"
"'95365'","m",0,"'United Kingdom'","'2008'"
"'95381'","f",28,"'Brazil'","'2008'"
"'95397'","m",0,"'United States'","'2008'"
"'95411'","f",17,"'Mexico'","'2009'"
"'95414'","f",19,"'Poland'","'2007'"
"'95418'","m",0,"'Netherlands'","'2008'"
"'95436'","f",22,"'United States'","'2008'"
"'95437'","f",0,"'Germany'","'2004'"
"'95459'","m",22,"'Argentina'","'2006'"
"'95469'","m",29,"'Brazil'","'2007'"
"'95473'","m",30,"'United States'","'2006'"
"'95476'","m",28,"'Switzerland'","'2007'"
"'95479'","m",21,"'Finland'","'2006'"
"'95491'","m",0,"'Sweden'","'2008'"
"'95492'","m",102,"'United Kingdom'","'2008'"
"'95511'","m",23,"'Sweden'","'2007'"
"'95520'","m",18,"'Brazil'","'2006'"
"'95535'","m",27,"'Poland'","'2008'"
"'95543'","m",0,"'Canada'","'2007'"
"'95557'","f",21,"'Poland'","'2006'"
"'95569'","o",19,"'South Africa'","'2009'"
"'95573'","m",21,"'Brazil'","'2007'"
"'95574'","m",22,"'Australia'","'2008'"
"'95579'","m",26,"'United Kingdom'","'2007'"
"'95580'","m",19,"'Germany'","'2008'"
"'95585'","m",19,"'Norway'","'2006'"
"'95598'","o",31,"'Netherlands'","'2005'"
"'95607'","f",27,"'United Kingdom'","'2007'"
"'95612'","m",22,"'Bosnia and Herzegovina'","'2007'"
"'95617'","m",30,"'Germany'","'2006'"
"'95624'","m",20,"'Israel'","'2005'"
"'95630'","o",29,"'Germany'","'2005'"
"'95633'","m",28,"'Germany'","'2009'"
"'95652'","f",21,"'Poland'","'2007'"
"'95680'","m",19,"'Japan'","'2007'"
"'95683'","f",24,"'Belgium'","'2007'"
"'95695'","m",20,"'Ukraine'","'2007'"
"'95696'","f",0,"'United Kingdom'","'2007'"
"'95711'","f",19,"'Canada'","'2007'"
"'95724'","f",18,"'Croatia'","'2008'"
"'95725'","m",28,"'United States'","'2005'"
"'95739'","m",19,"'Portugal'","'2009'"
"'95741'","m",31,"'Netherlands'","'2005'"
"'95747'","f",25,"'United States'","'2007'"
"'95753'","m",35,"'United States'","'2008'"
"'95758'","m",23,"'Ireland'","'2005'"
"'95763'","f",21,"'Germany'","'2007'"
"'95780'","f",25,"'Spain'","'2005'"
"'95784'","o",0,"'United States'","'2005'"
"'95787'","o",26,"'Romania'","'2008'"
"'95791'","f",24,"'United States'","'2008'"
"'95799'","m",26,"'Italy'","'2007'"
